ID	CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEMANTIC_CLASS	PHONETIC_CLASS	KARLGREN_ID	CONCEPT
2928	孚	fú	Late_Han_Chinese	Eastern Han Chinese	phwa	39	1233	1233 a-c	
2929	孚	fú	Middle_Chinese	Middle Chinese	phü	39	1233	1233 a-c	
2930	于	yú [yū, xū]	Old_Chinese	Classical Old Chinese	wa	7	0097	0097 a-g	
2931	于	yú [yū, xū]	Late_Han_Chinese	Eastern Han Chinese	wa	7	0097	0097 a-g	
2932	于	yú [yū, xū]	Middle_Chinese	Middle Chinese	ɦü	7	0097	0097 a-g	
2933	龜	guī	Old_Chinese	Classical Old Chinese	kwrǝ	213			
2934	龜	guī	Late_Han_Chinese	Eastern Han Chinese	kwrǝ	213			
2935	龜	guī	Middle_Chinese	Middle Chinese	kʷi	213			
2936	侏	zhū	Old_Chinese	Classical Old Chinese	to	9	0128	0128 d	
2937	侏	zhū	Late_Han_Chinese	Eastern Han Chinese	ćwa	9	0128	0128 d	
2938	侏	zhū	Middle_Chinese	Middle Chinese	ćü	9	0128	0128 d	
2939	狼	láng	Old_Chinese	Classical Old Chinese	rāŋ	94	0735	0735 l-m	
2940	狼	láng	Late_Han_Chinese	Eastern Han Chinese	rēŋ	94	0735	0735 l-m	
2941	狼	láng	Middle_Chinese	Middle Chinese	lâŋ	94	0735	0735 l-m	
2942	職	zhí	Old_Chinese	Classical Old Chinese	tǝk	128	0920	0920 g-h	
2943	職	zhí	Late_Han_Chinese	Eastern Han Chinese	ćǝk	128	0920	0920 g-h	
2944	職	zhí	Middle_Chinese	Middle Chinese	ćik	128	0920	0920 g-h	
2945	廓	kuò	Old_Chinese	Classical Old Chinese	khwāk	53	0774	0774 g	
2946	廓	kuò	Late_Han_Chinese	Eastern Han Chinese	khwāk	53	0774	0774 g	
2947	廓	kuò	Middle_Chinese	Middle Chinese	khwâk	53	0774	0774 g	
2948	移	yí	Old_Chinese	Classical Old Chinese	Łaj	115	0003	0003 q	
2949	移	yí	Late_Han_Chinese	Eastern Han Chinese	źe	115	0003	0003 q	
2950	移	yí	Middle_Chinese	Middle Chinese	je	115	0003	0003 q	
2951	蠃	luǒ	Old_Chinese	Classical Old Chinese	r(h)wā́j	0	0014	0014 b	
2952	蠃	luǒ	Late_Han_Chinese	Eastern Han Chinese	r(h)wǟ́	0	0014	0014 b	
2953	蠃	luǒ	Middle_Chinese	Middle Chinese	lwấ	0	0014	0014 b	
2954	工	gōng	Old_Chinese	Classical Old Chinese	kōŋ	48	1172	1172 a-c	
2955	工	gōng	Late_Han_Chinese	Eastern Han Chinese	kōŋ	48	1172	1172 a-c	
2956	工	gōng	Middle_Chinese	Middle Chinese	kuŋ	48	1172	1172 a-c	
2957	玼	či	Old_Chinese	Classical Old Chinese	ché	0	0358	0358 i	
2958	玼	či	Late_Han_Chinese	Eastern Han Chinese	chjé	0	0358	0358 i	
2959	玼	či	Middle_Chinese	Middle Chinese	chjé	0	0358	0358 i	
2960	匡	kuāng	Old_Chinese	Classical Old Chinese	khwaŋ	22	0739	0739 m	
2961	匡	kuāng	Late_Han_Chinese	Eastern Han Chinese	khwaŋ	22	0739	0739 m	
2962	匡	kuāng	Middle_Chinese	Middle Chinese	khwaŋ	22	0739	0739 m	
2963	樽	zūn	Old_Chinese	Classical Old Chinese	cwǝ̄n	75	0430	0430 i	
2964	樽	zūn	Late_Han_Chinese	Eastern Han Chinese	cwǝ̄n	75	0430	0430 i	
2965	樽	zūn	Middle_Chinese	Middle Chinese	con	75	0430	0430 i	
2966	卣	yǒu	Old_Chinese	Classical Old Chinese	lu	25	1081	1081 a-f	
2967	卣	yǒu	Late_Han_Chinese	Eastern Han Chinese	źǝw	25	1081	1081 a-f	
2968	卣	yǒu	Middle_Chinese	Middle Chinese	jǝw	25	1081	1081 a-f	
2969	赦	shè	Old_Chinese	Classical Old Chinese	hiah	155	0793	0793 d	
2970	赦	shè	Late_Han_Chinese	Eastern Han Chinese	hjäh	155	0793	0793 d	
2971	赦	shè	Middle_Chinese	Middle Chinese	śà	155	0793	0793 d	
2972	君	jūn	Old_Chinese	Classical Old Chinese	kun	30	0459	0459 a-c	
2973	君	jūn	Late_Han_Chinese	Eastern Han Chinese	kun	30	0459	0459 a-c	
2974	君	jūn	Middle_Chinese	Middle Chinese	kün	30	0459	0459 a-c	
2975	真	zhēn	Old_Chinese	Classical Old Chinese	tin	12	0375	0375 a	
2976	真	zhēn	Late_Han_Chinese	Eastern Han Chinese	ćǝn	12	0375	0375 a	
2977	真	zhēn	Middle_Chinese	Middle Chinese	ćin	12	0375	0375 a	
2978	猴	hóu	Old_Chinese	Classical Old Chinese	gō	94	0113	0113 g	
2979	猴	hóu	Late_Han_Chinese	Eastern Han Chinese	gwā	94	0113	0113 g	
2980	猴	hóu	Middle_Chinese	Middle Chinese	ɣʌw	94	0113	0113 g	
2981	存	cún	Old_Chinese	Classical Old Chinese	ʒhǝ̄n	39	0432	0432 a	
2982	存	cún	Late_Han_Chinese	Eastern Han Chinese	ʒhǝ̄n	39	0432	0432 a	
2983	存	cún	Middle_Chinese	Middle Chinese	ʒon	39	0432	0432 a	
2984	侮	wǔ	Old_Chinese	Classical Old Chinese	m(h)ó	9	0138	0138 a-b	
2985	侮	wǔ	Late_Han_Chinese	Eastern Han Chinese	m(h)wá	9	0138	0138 a-b	
2986	侮	wǔ	Middle_Chinese	Middle Chinese	mǘ	9	0138	0138 a-b	
2987	氏	shì	Old_Chinese	Classical Old Chinese	g(h)é	83	0867	0867 a-c	
2988	氏	shì	Late_Han_Chinese	Eastern Han Chinese	g(h)jé	83	0867	0867 a-c	
2989	氏	shì	Middle_Chinese	Middle Chinese	ʒ́é	83	0867	0867 a-c	
2990	寇	kòu	Old_Chinese	Classical Old Chinese	khōh	40	0111	0111 a-b	
2991	寇	kòu	Late_Han_Chinese	Eastern Han Chinese	khwāh	40	0111	0111 a-b	
2992	寇	kòu	Middle_Chinese	Middle Chinese	khʌ̀w	40	0111	0111 a-b	
2993	爇	ruò	Old_Chinese	Classical Old Chinese	n(h)wat	0	0330	0330 k	
2994	爇	ruò	Late_Han_Chinese	Eastern Han Chinese	ń(h)wat	0	0330	0330 k	
2995	爇	ruò	Middle_Chinese	Middle Chinese	ńwet	0	0330	0330 k	
2996	東	dōng	Old_Chinese	Classical Old Chinese	tōŋ	75	1175	1175 a-d	
2997	東	dōng	Late_Han_Chinese	Eastern Han Chinese	tōŋ	75	1175	1175 a-d	
2998	東	dōng	Middle_Chinese	Middle Chinese	tuŋ	75	1175	1175 a-d	
2999	川	chuān	Old_Chinese	Classical Old Chinese	l̥wǝn	47	0462	0462 a	
3000	川	chuān	Late_Han_Chinese	Eastern Han Chinese	śwǝn	47	0462	0462 a	
3001	川	chuān	Middle_Chinese	Middle Chinese	ćhwen	47	0462	0462 a	
3002	肝	gān	Old_Chinese	Classical Old Chinese	kān	130	0139	0139 l	
3003	肝	gān	Late_Han_Chinese	Eastern Han Chinese	kān	130	0139	0139 l	
3004	肝	gān	Middle_Chinese	Middle Chinese	kân	130	0139	0139 l	
3005	柩	jiù	Old_Chinese	Classical Old Chinese	ghwǝh	75	0993	0993 g	
3006	柩	jiù	Late_Han_Chinese	Eastern Han Chinese	ghwǝh	75	0993	0993 g	
3007	舁	yú	Old_Chinese	Classical Old Chinese	la	0	0089	0089 a	
3008	舁	yú	Late_Han_Chinese	Eastern Han Chinese	źa	0	0089	0089 a	
3009	舁	yú	Middle_Chinese	Middle Chinese	jö	0	0089	0089 a	
3010	蕑	jiān	Old_Chinese	Classical Old Chinese	krēn	0	0191	0191 f	
3011	蕑	jiān	Late_Han_Chinese	Eastern Han Chinese	kriān	0	0191	0191 f	
3012	蕑	jiān	Middle_Chinese	Middle Chinese	kạ̈n	0	0191	0191 f	
3013	金	jīn	Old_Chinese	Classical Old Chinese	kǝm	167	0652	0652 a-c	
3014	金	jīn	Late_Han_Chinese	Eastern Han Chinese	kǝm	167	0652	0652 a-c	
3015	金	jīn	Middle_Chinese	Middle Chinese	kim	167	0652	0652 a-c	
3016	膬	cuì	Old_Chinese	Classical Old Chinese	chwat	0	0345	0345 c	
3017	膬	cuì	Late_Han_Chinese	Eastern Han Chinese	chjwat	0	0345	0345 c	
3018	膬	cuì	Middle_Chinese	Middle Chinese	chjwet	0	0345	0345 c	
3019	音	yīn	Old_Chinese	Classical Old Chinese	ʔǝm	180	0653	0653 a-b	
3020	音	yīn	Late_Han_Chinese	Eastern Han Chinese	ʔǝm	180	0653	0653 a-b	
3021	音	yīn	Middle_Chinese	Middle Chinese	ʔim	180	0653	0653 a-b	
3022	要	yào	Old_Chinese	Classical Old Chinese	ʔew	146	1142	1142 a	
3023	要	yào	Late_Han_Chinese	Eastern Han Chinese	ʔjaw	146	1142	1142 a	
3024	要	yào	Middle_Chinese	Middle Chinese	ʔjew	146	1142	1142 a	
3025	饇	yù	Old_Chinese	Classical Old Chinese	ʔoh	0	0122	0122 p	
3026	饇	yù	Late_Han_Chinese	Eastern Han Chinese	ʔwah	0	0122	0122 p	
3027	饇	yù	Middle_Chinese	Middle Chinese	ʔǜ	0	0122	0122 p	
3028	緯	wèi	Old_Chinese	Classical Old Chinese	whǝjh	120	0571	0571 m	
3029	緯	wèi	Late_Han_Chinese	Eastern Han Chinese	whǝś	120	0571	0571 m	
3030	緯	wèi	Middle_Chinese	Middle Chinese	wɨ̀j	120	0571	0571 m	
3031	穿	chuān	Old_Chinese	Classical Old Chinese	thwan	116	0232	0232 a	
3032	穿	chuān	Late_Han_Chinese	Eastern Han Chinese	ćhwan	116	0232	0232 a	
3033	穿	chuān	Middle_Chinese	Middle Chinese	ćhwen	116	0232	0232 a	
3034	可	kě	Old_Chinese	Classical Old Chinese	khā́j	30	0001	0001 a-c	
3035	可	kě	Late_Han_Chinese	Eastern Han Chinese	khǟ́	30	0001	0001 a-c	
3036	可	kě	Middle_Chinese	Middle Chinese	khấ	30	0001	0001 a-c	
3037	諒	liàng	Old_Chinese	Classical Old Chinese	raŋh	149	0755	0755 m	
3038	諒	liàng	Late_Han_Chinese	Eastern Han Chinese	reŋh	149	0755	0755 m	
3039	諒	liàng	Middle_Chinese	Middle Chinese	làŋ	149	0755	0755 m	
3040	流	liú	Old_Chinese	Classical Old Chinese	ru	85	1104	1104 a-b	
3041	流	liú	Late_Han_Chinese	Eastern Han Chinese	rǝw	85	1104	1104 a-b	
3042	流	liú	Middle_Chinese	Middle Chinese	lǝw	85	1104	1104 a-b	
3043	京	jīng	Old_Chinese	Classical Old Chinese	kraŋ	8	0755	0755 a-c	
3044	京	jīng	Late_Han_Chinese	Eastern Han Chinese	kreŋ	8	0755	0755 a-c	
3045	京	jīng	Middle_Chinese	Middle Chinese	käiŋ	8	0755	0755 a-c	
3046	禍	huò	Old_Chinese	Classical Old Chinese	ghwā́j	113	0018	0018 f-g	
3047	禍	huò	Late_Han_Chinese	Eastern Han Chinese	wǟ́	113	0018	0018 f-g	
3048	禍	huò	Middle_Chinese	Middle Chinese	ɣwấ	113	0018	0018 f-g	
3049	絕	jué	Old_Chinese	Classical Old Chinese	ʒ(h)wat	120	0296	0296 a	
3050	絕	jué	Late_Han_Chinese	Eastern Han Chinese	ʒ(h)jwat	120	0296	0296 a	
3051	絕	jué	Middle_Chinese	Middle Chinese	ʒjwet	120	0296	0296 a	
3052	戴	dài	Old_Chinese	Classical Old Chinese	tǝ̄h	62	0943	0943 |e ́	
3053	戴	dài	Late_Han_Chinese	Eastern Han Chinese	tǝ̄h	62	0943	0943 |e ́	
3054	戴	dài	Middle_Chinese	Middle Chinese	tʌ̀j	62	0943	0943 |e ́	
3055	昨	zuó	Old_Chinese	Classical Old Chinese	ʒ(h)āk	72	0806	0806 s	
3056	昨	zuó	Late_Han_Chinese	Eastern Han Chinese	ʒ(h)āk	72	0806	0806 s	
3057	昨	zuó	Middle_Chinese	Middle Chinese	ʒâk	72	0806	0806 s	
3058	夕	xì	Old_Chinese	Classical Old Chinese	lhiak	36	0796	0796 a-d	
3059	夕	xì	Late_Han_Chinese	Eastern Han Chinese	zhiak	36	0796	0796 a-d	
3060	夕	xì	Middle_Chinese	Middle Chinese	zjek	36	0796	0796 a-d	
3061	能	néng	Old_Chinese	Classical Old Chinese	nǝ̄	130	0885	0885 a-e	
3062	能	néng	Late_Han_Chinese	Eastern Han Chinese	nǝ̄	130	0885	0885 a-e	
3063	能	néng	Middle_Chinese	Middle Chinese	nʌŋ	130	0885	0885 a-e	
3064	弨	chaō	Old_Chinese	Classical Old Chinese	thaw	0	1131	1131 s	
3065	弨	chaō	Late_Han_Chinese	Eastern Han Chinese	ćhaw	0	1131	1131 s	
3066	弨	chaō	Middle_Chinese	Middle Chinese	ćhew	0	1131	1131 s	
3067	揣	chuǎi	Old_Chinese	Classical Old Chinese	thón	0			
3068	揣	chuǎi	Late_Han_Chinese	Eastern Han Chinese	ćhón	0			
3069	揣	chuǎi	Middle_Chinese	Middle Chinese	ćhwé	0			
3070	歟	yú	Old_Chinese	Classical Old Chinese	lha	76	0089	0089 e	
3071	歟	yú	Late_Han_Chinese	Eastern Han Chinese	zha	76	0089	0089 e	
3072	歟	yú	Middle_Chinese	Middle Chinese	jö	76	0089	0089 e	
3073	倚	yǐ	Old_Chinese	Classical Old Chinese	ʔáj	9	0001	0001 |f ́	
3074	倚	yǐ	Late_Han_Chinese	Eastern Han Chinese	ʔjé	9	0001	0001 |f ́	
3075	倚	yǐ	Middle_Chinese	Middle Chinese	ʔé	9	0001	0001 |f ́	
3076	俟	sì	Old_Chinese	Classical Old Chinese	lǝ́	9	0976	0976 m	
3077	俟	sì	Late_Han_Chinese	Eastern Han Chinese	źǝ́	9	0976	0976 m	
3078	俟	sì	Middle_Chinese	Middle Chinese	ẓɨ́	9	0976	0976 m	
3079	連	lián	Old_Chinese	Classical Old Chinese	ran	162	0213	0213 a	
3080	連	lián	Late_Han_Chinese	Eastern Han Chinese	ran	162	0213	0213 a	
3081	連	lián	Middle_Chinese	Middle Chinese	len	162	0213	0213 a	
3082	辣	là	Old_Chinese	Classical Old Chinese	rāt	160			
3083	辣	là	Late_Han_Chinese	Eastern Han Chinese	rāt	160			
3084	辣	là	Middle_Chinese	Middle Chinese	lât	160			
3085	俱	jù	Old_Chinese	Classical Old Chinese	ko	9	0121	0121 d	
3086	俱	jù	Late_Han_Chinese	Eastern Han Chinese	kwa	9	0121	0121 d	
3087	俱	jù	Middle_Chinese	Middle Chinese	kü	9	0121	0121 d	
3088	橋	qiáo	Old_Chinese	Classical Old Chinese	gaw	75	1138	1138 g	
3089	橋	qiáo	Late_Han_Chinese	Eastern Han Chinese	gaw	75	1138	1138 g	
3090	橋	qiáo	Middle_Chinese	Middle Chinese	gew	75	1138	1138 g	
3091	臼	jiù	Old_Chinese	Classical Old Chinese	ghú	134	1067	1067 a	
3092	臼	jiù	Late_Han_Chinese	Eastern Han Chinese	ghǝ́w	134	1067	1067 a	
3093	臼	jiù	Middle_Chinese	Middle Chinese	gǝ́w	134	1067	1067 a	
3094	燈	dēng	Old_Chinese	Classical Old Chinese	tǝ̄ŋ	86	0883	0883 j	
3095	燈	dēng	Late_Han_Chinese	Eastern Han Chinese	tǝ̄ŋ	86	0883	0883 j	
3096	燈	dēng	Middle_Chinese	Middle Chinese	tʌŋ	86	0883	0883 j	
3097	正	zhèng	Old_Chinese	Classical Old Chinese	teŋh	0	0833	0833 j-n	
3098	正	zhèng	Late_Han_Chinese	Eastern Han Chinese	ćeŋh	0	0833	0833 j-n	
3099	正	zhèng	Middle_Chinese	Middle Chinese	ćèŋ	0	0833	0833 j-n	
3100	烝	zhēng	Old_Chinese	Classical Old Chinese	tǝŋ	86	0896	0896 h	
3101	烝	zhēng	Late_Han_Chinese	Eastern Han Chinese	ćǝŋ	86	0896	0896 h	
3102	烝	zhēng	Middle_Chinese	Middle Chinese	ćiŋ	86	0896	0896 h	
3103	菁	jīng	Old_Chinese	Classical Old Chinese	ceŋ	140	0812	0812 |f ́	
3104	菁	jīng	Late_Han_Chinese	Eastern Han Chinese	cjeŋ	140	0812	0812 |f ́	
3105	菁	jīng	Middle_Chinese	Middle Chinese	cjeŋ	140	0812	0812 |f ́	
3106	欣	xīn	Old_Chinese	Classical Old Chinese	hǝn	76	0443	0443 i	
3107	欣	xīn	Late_Han_Chinese	Eastern Han Chinese	hǝn	76	0443	0443 i	
3108	欣	xīn	Middle_Chinese	Middle Chinese	xɨn	76	0443	0443 i	
3109	鱣	zhān	Old_Chinese	Classical Old Chinese	tran	195	0148	0148 j	
3110	鱣	zhān	Late_Han_Chinese	Eastern Han Chinese	ṭan	195	0148	0148 j	
3111	鱣	zhān	Middle_Chinese	Middle Chinese	ṭen	195	0148	0148 j	
3112	論	lùn	Old_Chinese	Classical Old Chinese	rwǝ̄nh	149	0470	0470 b	
3113	論	lùn	Late_Han_Chinese	Eastern Han Chinese	rwǝ̄nh	149	0470	0470 b	
3114	論	lùn	Middle_Chinese	Middle Chinese	lòn	149	0470	0470 b	
3115	屑	xiè	Old_Chinese	Classical Old Chinese	sīt	44			
3116	屑	xiè	Late_Han_Chinese	Eastern Han Chinese	siǝ̄t	44			
3117	屑	xiè	Middle_Chinese	Middle Chinese	siet	44			
3118	甸	diàn	Old_Chinese	Classical Old Chinese	lhīnh	102	0362	0362 g-h	
3119	甸	diàn	Late_Han_Chinese	Eastern Han Chinese	lhiǝ̄nh	102	0362	0362 g-h	
3120	甸	diàn	Middle_Chinese	Middle Chinese	dìen	102	0362	0362 g-h	
3121	捋	lè	Old_Chinese	Classical Old Chinese	rhwāt	64	0299	0299 e	
3122	捋	lè	Late_Han_Chinese	Eastern Han Chinese	rhwāt	64	0299	0299 e	
3123	捋	lè	Middle_Chinese	Middle Chinese	lwât	64	0299	0299 e	
3124	隔	gé	Old_Chinese	Classical Old Chinese	krēk	170	0855	0855 f	
3125	隔	gé	Late_Han_Chinese	Eastern Han Chinese	kriēk	170	0855	0855 f	
3126	隔	gé	Middle_Chinese	Middle Chinese	kạik	170	0855	0855 f	
3127	晝	zhòu	Old_Chinese	Classical Old Chinese	triwh	72	0847	0847 a-d, 1075 a	
3128	晝	zhòu	Late_Han_Chinese	Eastern Han Chinese	ṭǝwh	72	0847	0847 a-d, 1075 a	
3129	晝	zhòu	Middle_Chinese	Middle Chinese	ṭǝ̀w	72	0847	0847 a-d, 1075 a	
3130	釐	lí	Old_Chinese	Classical Old Chinese	r(h)ǝ	166			
3131	釐	lí	Late_Han_Chinese	Eastern Han Chinese	r(h)ǝ	166			
3132	釐	lí	Middle_Chinese	Middle Chinese	lɨ	166			
3133	協	xié	Old_Chinese	Classical Old Chinese	g(h)ēp	24	0639	0639 b-c	
3134	協	xié	Late_Han_Chinese	Eastern Han Chinese	giāp (~ ɣ-)	24	0639	0639 b-c	
3135	協	xié	Middle_Chinese	Middle Chinese	ɣiep	24	0639	0639 b-c	
3136	電	diàn	Old_Chinese	Classical Old Chinese	l(h)īnh	173	0385	0385 m-n	
3137	電	diàn	Late_Han_Chinese	Eastern Han Chinese	l(h)iǝ̄nh	173	0385	0385 m-n	
3138	電	diàn	Middle_Chinese	Middle Chinese	dièn	173	0385	0385 m-n	
3139	慰	wèi	Old_Chinese	Classical Old Chinese	ʔwǝć	61	0525	0525 d	
3140	慰	wèi	Late_Han_Chinese	Eastern Han Chinese	ʔwǝś	61	0525	0525 d	
3141	慰	wèi	Middle_Chinese	Middle Chinese	ʔʷɨ̀j	61	0525	0525 d	
3142	窕	tiǎo	Old_Chinese	Classical Old Chinese	Ł(h)ḗw	116	1145	1145 q	
3143	窕	tiǎo	Late_Han_Chinese	Eastern Han Chinese	l(h)iā́w	116	1145	1145 q	
3144	窕	tiǎo	Middle_Chinese	Middle Chinese	díew	116	1145	1145 q	
3145	嘒	huì	Old_Chinese	Classical Old Chinese	w̥īć	30	0527	0527 c	
3146	嘒	huì	Late_Han_Chinese	Eastern Han Chinese	w̥iǝ̄ś	30	0527	0527 c	
3147	嘒	huì	Middle_Chinese	Middle Chinese	xwièj	30	0527	0527 c	
3148	酸	suān	Old_Chinese	Classical Old Chinese	sōn	164	0468	0468 |e ́	
3149	酸	suān	Late_Han_Chinese	Eastern Han Chinese	sōn	164	0468	0468 |e ́	
3150	酸	suān	Middle_Chinese	Middle Chinese	swân	164	0468	0468 |e ́	
3151	妨	fáng	Old_Chinese	Classical Old Chinese	phaŋ	38	0740	0740 q	
3152	妨	fáng	Late_Han_Chinese	Eastern Han Chinese	phwaŋ	38	0740	0740 q	
3153	妨	fáng	Middle_Chinese	Middle Chinese	phwaŋ	38	0740	0740 q	
3154	潮	cháo	Old_Chinese	Classical Old Chinese	draw	85	1143	1143 d-e	
3155	潮	cháo	Late_Han_Chinese	Eastern Han Chinese	ḍaw	85	1143	1143 d-e	
3156	潮	cháo	Middle_Chinese	Middle Chinese	ḍew	85	1143	1143 d-e	
3157	時	shí	Old_Chinese	Classical Old Chinese	d(h)ǝ	72	0961	0961 |z-c ́	
3158	時	shí	Late_Han_Chinese	Eastern Han Chinese	ʒ́(h)ǝ	72	0961	0961 |z-c ́	
3159	時	shí	Middle_Chinese	Middle Chinese	ʒ́ɨ	72	0961	0961 |z-c ́	
3160	雊	gòu	Old_Chinese	Classical Old Chinese	kōh	172	0108	0108 i	
3161	雊	gòu	Late_Han_Chinese	Eastern Han Chinese	kwāh	172	0108	0108 i	
3162	雊	gòu	Middle_Chinese	Middle Chinese	kʌ̀w	172	0108	0108 i	
3163	熯	hàn nǎn	Old_Chinese	Classical Old Chinese	ŋ̥ā́n	86	0144	0144 b	
3164	熯	hàn nǎn	Late_Han_Chinese	Eastern Han Chinese	ŋ̥ā́n	86	0144	0144 b	
3165	熯	hàn nǎn	Middle_Chinese	Middle Chinese	xấn ńén	86	0144	0144 b	
3166	彷	páng	Old_Chinese	Classical Old Chinese	b(h)āŋ	60	0740	0740 |e ́	
3167	彷	páng	Late_Han_Chinese	Eastern Han Chinese	b(h)āŋ	60	0740	0740 |e ́	
3168	彷	páng	Middle_Chinese	Middle Chinese	bwâŋ	60	0740	0740 |e ́	
3169	波	bō	Old_Chinese	Classical Old Chinese	pāj	85	0025	0025 l	
3170	波	bō	Late_Han_Chinese	Eastern Han Chinese	pǟ	85	0025	0025 l	
3171	波	bō	Middle_Chinese	Middle Chinese	pwâ	85	0025	0025 l	
3172	負	fù	Old_Chinese	Classical Old Chinese	b(h)ǝ́	154			
3173	負	fù	Late_Han_Chinese	Eastern Han Chinese	b(h)wǝ́	154			
3174	負	fù	Middle_Chinese	Middle Chinese	bǝ̀w	154			
3175	慄	lì	Old_Chinese	Classical Old Chinese	rhit	61			
3176	慄	lì	Late_Han_Chinese	Eastern Han Chinese	rhjǝt	61			
3177	慄	lì	Middle_Chinese	Middle Chinese	lit	61			
3178	夢	mèng	Old_Chinese	Classical Old Chinese	mhǝŋh	36	0902	0902 a-c	
3179	夢	mèng	Late_Han_Chinese	Eastern Han Chinese	mhǝŋh	36	0902	0902 a-c	
3180	夢	mèng	Middle_Chinese	Middle Chinese	mǜŋ	36	0902	0902 a-c	
3181	擢	zhuó	Old_Chinese	Classical Old Chinese	Ł(h)ēuk	64	1124	1124 g	
3182	擢	zhuó	Late_Han_Chinese	Eastern Han Chinese	liāuk (~ lh-)	64	1124	1124 g	
3183	擢	zhuó	Middle_Chinese	Middle Chinese	ḍạuk	64	1124	1124 g	
3184	遽	jù	Old_Chinese	Classical Old Chinese	gah	162	0803	0803 c-d	
3185	遽	jù	Late_Han_Chinese	Eastern Han Chinese	gah	162	0803	0803 c-d	
3186	遽	jù	Middle_Chinese	Middle Chinese	gö̀	162	0803	0803 c-d	
3187	影	yǐng	Old_Chinese	Classical Old Chinese	ʔráŋ	59	0756	0756 a	
3188	影	yǐng	Late_Han_Chinese	Eastern Han Chinese	ʔréŋ	59	0756	0756 a	
3189	影	yǐng	Middle_Chinese	Middle Chinese	ʔä́iŋ	59	0756	0756 a	
3190	焠	cuì	Old_Chinese	Classical Old Chinese	shwǝ̄ć	0	0490	0490 g	
3191	焠	cuì	Late_Han_Chinese	Eastern Han Chinese	shwǝ̄ś	0	0490	0490 g	
3192	焠	cuì	Middle_Chinese	Middle Chinese	chòj	0	0490	0490 g	
3193	今	jīn	Old_Chinese	Classical Old Chinese	k(r)ǝm	9	0651	0651 a-e	
3194	今	jīn	Late_Han_Chinese	Eastern Han Chinese	k(r)ǝm	9	0651	0651 a-e	
3195	今	jīn	Middle_Chinese	Middle Chinese	kim	9	0651	0651 a-e	
3196	拄	zhǔ	Old_Chinese	Classical Old Chinese	tró	64	0129	0129 e	
3197	拄	zhǔ	Late_Han_Chinese	Eastern Han Chinese	ṭwá	64	0129	0129 e	
3198	拄	zhǔ	Middle_Chinese	Middle Chinese	ṭǘ	64	0129	0129 e	
3199	遞	dì	Old_Chinese	Classical Old Chinese	l(h)ḗ	162	0870	0870 e	
3200	遞	dì	Late_Han_Chinese	Eastern Han Chinese	l(h)iḗ	162	0870	0870 e	
3201	遞	dì	Middle_Chinese	Middle Chinese	díej	162	0870	0870 e	
3202	語	yǔ	Old_Chinese	Classical Old Chinese	ŋá	149	0058	0058 t-u	
3203	語	yǔ	Late_Han_Chinese	Eastern Han Chinese	ŋá	149	0058	0058 t-u	
3204	語	yǔ	Middle_Chinese	Middle Chinese	ŋö́	149	0058	0058 t-u	
3205	誦	sòng	Old_Chinese	Classical Old Chinese	lhoŋh	149	1185	1185 o	
3206	誦	sòng	Late_Han_Chinese	Eastern Han Chinese	zhoŋh	149	1185	1185 o	
3207	誦	sòng	Middle_Chinese	Middle Chinese	zjö̀uŋ	149	1185	1185 o	
3208	應	yīng	Old_Chinese	Classical Old Chinese	ʔǝŋ	61	0890	0890 d	
3209	應	yīng	Late_Han_Chinese	Eastern Han Chinese	ʔǝŋ	61	0890	0890 d	
3210	應	yīng	Middle_Chinese	Middle Chinese	ʔiŋ	61	0890	0890 d	
3211	彈	dàn tán	Old_Chinese	Classical Old Chinese	dhān	57	0147	0147 n	
3212	彈	dàn tán	Late_Han_Chinese	Eastern Han Chinese	dhān	57	0147	0147 n	
3213	彈	dàn tán	Middle_Chinese	Middle Chinese	dân dần	57	0147	0147 n	
3214	芼	mào	Old_Chinese	Classical Old Chinese	m(h)āwh	140	1137	1137 g	
3215	芼	mào	Late_Han_Chinese	Eastern Han Chinese	m(h)āwh	140	1137	1137 g	
3216	芼	mào	Middle_Chinese	Middle Chinese	mầw	140	1137	1137 g	
3217	止	zhǐ	Old_Chinese	Classical Old Chinese	tǝ́	77	0961	0961 a-f	
3218	止	zhǐ	Late_Han_Chinese	Eastern Han Chinese	ćǝ́	77	0961	0961 a-f	
3219	止	zhǐ	Middle_Chinese	Middle Chinese	ćɨ́	77	0961	0961 a-f	
3220	恫	dòng	Old_Chinese	Classical Old Chinese	ƛ(h)ōŋ	61	1176	1176 k	
3221	恫	dòng	Late_Han_Chinese	Eastern Han Chinese	l̥ōŋ	61	1176	1176 k	
3222	恫	dòng	Middle_Chinese	Middle Chinese	thuŋ	61	1176	1176 k	
3223	沾	zhān	Old_Chinese	Classical Old Chinese	tem	85	0618	0618 c	
3224	沾	zhān	Late_Han_Chinese	Eastern Han Chinese	ćam	85	0618	0618 c	
3225	沾	zhān	Middle_Chinese	Middle Chinese	ćem	85	0618	0618 c	
3226	孤	gū	Old_Chinese	Classical Old Chinese	kwā	39	0041	0041 c	
3227	孤	gū	Late_Han_Chinese	Eastern Han Chinese	kā	39	0041	0041 c	
3228	孤	gū	Middle_Chinese	Middle Chinese	ko	39	0041	0041 c	
3229	袪	qū	Middle_Chinese	Middle Chinese	qu 1	145	0642	0642 e	
