ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_CHINESE	CONCEPTICON_ID	CHARACTERS	VALUE	TOKENS	SAMPA	PAGE
4028	Changsha	12	green	綠	1425	綠	ləu²⁴	l ə u ²⁴	l@u24	70
4029	Loudi	13	green	綠	1425	綠	lɤu³⁵	l ɤ u ³⁵	l7u35	70
4030	Nanchang	14	green	綠	1425	綠	liuʔ⁵	l i u ʔ ⁵	liu?5	70
4031	Meixian	15	green	綠	1425	綠	liuk⁵	l i u k ⁵	liuk5	70
4032	Guilin	16	green	綠	1425	綠	liou⁵⁵	l i o u ⁵⁵	liou55	70
4033	Guangzhou	17	green	綠	1425	綠	lok²	l o k ²	lok2	70
4034	Fuzhou	18	green	綠	1425	綠	luoʔ⁵	l u o ʔ ⁵	luo?5	70
4035	Xiamen	19	green	綠	1425	綠	lik⁵	l i k ⁵	lik5	70
2400	Beijing	1	guts	腸子	1334	腸子	t͡ʂʰɑŋ³⁵+ʦɿ⁰	t͡ʂʰ ɑ ŋ ³⁵ + ʦ ɿ ⁰	ts`_hAN35 tsi_z0	37
2401	Ha_erbin	2	guts	腸子	1334	腸子	t͡ʂʰaŋ²⁴+ʦɿ⁰	t͡ʂʰ a ŋ ²⁴ + ʦ ɿ ⁰	ts`_haN24 tsi_z0	37
2402	Jinan	3	guts	腸子	1334	腸子	t͡ʂʰɑŋ⁵³¯⁴⁵+ʦɿ⁰	t͡ʂʰ ɑ ŋ ⁵³¯⁴⁵ + ʦ ɿ ⁰	ts`_hAN53-45 tsi_z0	37
2403	Rongcheng	4	guts	腸子	1334	腸子	t͡ʂaŋ³⁵+ʦɿ⁰	t͡ʂ a ŋ ³⁵ + ʦ ɿ ⁰	ts`aN35 tsi_z0	37
2404	Taiyuan	5	guts	腸子	1334	腸子	ʦʰɐ̃²¹+ʦəʔ⁰	ʦʰ ɐ̃ ∼ ²¹ + ʦ ə ʔ ⁰	ts_h6~21 ts@?0	37
2405	Xi_an	6	guts	腸子	1334	腸	+t͡ʂʰɑŋ²⁴	+ t͡ʂʰ ɑ ŋ ²⁴	(1) ts`_hAN24	37
2406	Xi_an	6	guts	腸子	1334	腸子	+t͡ʂʰɑŋ²⁴+ʦɿ⁰	+ t͡ʂʰ ɑ ŋ ²⁴ + ʦ ɿ ⁰	(2) ts`_hAN24 tsi_z0	37
2407	Chengdu	7	guts	腸子	1334	腸子	ʦʰaŋ²¹¯⁵⁵+ʦɿ⁵³	ʦʰ a ŋ ²¹¯⁵⁵ + ʦ ɿ ⁵³	ts_haN21-55 tsi_z53	37
2408	Nanjing	8	guts	腸子	1334	腸子	ʦʰɑ̃¹³¯¹¹+ʦɿ⁰	ʦʰ ɑ̃ ∼ ¹³¯¹¹ + ʦ ɿ ⁰	ts_hA~13-11 tsi_z0	37
2409	Jixi	9	guts	腸子	1334	腸	ʨʰiõ⁵⁵	ʨʰ i õ ∼ ⁵⁵	tc\_hio~55	37
2410	Suzhou	10	guts	腸子	1334	肚腸	dəu²³¹¯²²+ã¹³¯³¹	d ə u ²³¹¯²² + ã ∼ ¹³¯³¹	d@u231-22 a~13-31	37
2411	Wenzhou	11	guts	腸子	1334	肚腸	døy²⁴¯⁴⁴²+ʥi³⁴¹¯²¹	d ø y ²⁴¯⁴⁴² + ʥ i ³⁴¹¯²¹	d2y24-442 dz\i341-21	37
2412	Changsha	12	guts	腸子	1334	腸子	ʦan¹³+ʦɿ⁰	ʦ a n ¹³ + ʦ ɿ ⁰	tsan13 tsi_z0	37
2413	Loudi	13	guts	腸子	1334	腸	tʰɔŋ¹³	tʰ ɔ ŋ ¹³	t_hON13	37
2414	Nanchang	14	guts	腸子	1334	腸子	ʦʰɔŋ²⁴+ʦɿ⁰	ʦʰ ɔ ŋ ²⁴ + ʦ ɿ ⁰	ts_hON24 tsi_z0	37
2415	Meixian	15	guts	腸子	1334	腸兒	ʦʰɔŋ¹¹+ŋe⁰	ʦʰ ɔ ŋ ¹¹ + ŋ e ⁰	ts_hON11 Ne0	37
2416	Guilin	16	guts	腸子	1334	腸子	ʦɑŋ²²+ʦe²³¯³³	ʦ ɑ ŋ ²² + ʦ e ²³¯³³	tsAN22 tse23-33	37
2417	Guangzhou	17	guts	腸子	1334	腸	ʦʰœŋ²¹	ʦʰ œ ŋ ²¹	ts_h9N21	37
2418	Fuzhou	18	guts	腸子	1334	腸	tuoŋ⁵³	t u o ŋ ⁵³	tuoN53	37
2419	Xiamen	19	guts	腸子	1334	腸仔	tŋ̍²⁴¯²²+ŋa⁵³	t ŋ̍ ²⁴¯²² + ŋ a ⁵³	tN=24-22 Na53	37
1247	Beijing	1	hair	頭髮	1040	頭髮	tʰou³⁵+fᴀ⁵¹	tʰ o u ³⁵ + f ᴀ ⁵¹	t_hou35 fA`51	101
1248	Ha_erbin	2	hair	頭髮	1040	頭髮	tʰour²⁴+fa⁰	tʰ o u r ²⁴ + f a ⁰	t_hour24 fa0	101
1249	Jinan	3	hair	頭髮	1040	頭髮	tʰou⁵³¯⁴⁵+fa⁰	tʰ o u ⁵³¯⁴⁵ + f a ⁰	t_hou53-45 fa0	101
1250	Rongcheng	4	hair	頭髮	1040	頭髮	tou³⁵+fa⁰	t o u ³⁵ + f a ⁰	tou35 fa0	101
1251	Taiyuan	5	hair	頭髮	1040	頭髮	tʰəu²¹+faʔ²	tʰ ə u ²¹ + f a ʔ ²	t_h@u21 fa?2	101
1252	Xi_an	6	hair	頭髮	1040	頭髮	tʰou²⁴+fɑ⁰	tʰ o u ²⁴ + f ɑ ⁰	t_hou24 fA0	101
1253	Chengdu	7	hair	頭髮	1040	頭髮	tʰəu²¹¯⁵⁵+fa²¹¯⁵⁵	tʰ ə u ²¹¯⁵⁵ + f a ²¹¯⁵⁵	t_h@u21-55 fa21-55	101
1254	Nanjing	8	hair	頭髮	1040	頭髮	tʰəɯ¹³¯²¹+fɑʔ⁵	tʰ ə ɯ ¹³¯²¹ + f ɑ ʔ ⁵	t_h@M13-21 fA?5	101
1255	Jixi	9	hair	頭髮	1040	頭毛	+tʰi⁴⁴+mɤ⁴⁴	+ tʰ i ⁴⁴ + m ɤ ⁴⁴	(1) t_hi44 m744	101
1256	Jixi	9	hair	頭髮	1040	頭髮	+tʰi⁴⁴¯³⁵+faʔ³²	+ tʰ i ⁴⁴¯³⁵ + f a ʔ ³²	(2) t_hi44-35 fa?32_	101
1257	Suzhou	10	hair	頭髮	1040	頭髮	dʏ¹³¯²²+faʔ⁴	d ʏ ¹³¯²² + f a ʔ ⁴	dY13-22 fa?4	101
1258	Wenzhou	11	hair	頭髮	1040	頭髮	dɤu³⁴¹¯²⁴+ho⁴¹	d ɤ u ³⁴¹¯²⁴ + h o ⁴¹	d7u341-24 ho41	101
1259	Changsha	12	hair	頭髮	1040	頭髮	təu¹³+fa²⁴	t ə u ¹³ + f a ²⁴	t@u13 fa24	101
1260	Loudi	13	hair	頭髮	1040	頭髮	diɤ¹³+xɔ⁰	d i ɤ ¹³ + x ɔ ⁰	di713 xO0	101
1261	Nanchang	14	hair	頭髮	1040	頭髮	tʰɛu²⁴+fat⁰	tʰ ɛ u ²⁴ + f a t ⁰	t_hEu24 fat0	101
1262	Meixian	15	hair	頭髮	1040	頭那髮	tʰeu¹¹+na¹¹+mau³³	tʰ e u ¹¹ + n a ¹¹ + m a u ³³	t_heu11 na11 mau33	101
1263	Guilin	16	hair	頭髮	1040	頭毛	tai²²+mau²²	t a i ²² + m a u ²²	tai22 mau22	101
1264	Guangzhou	17	hair	頭髮	1040	頭髮	tʰɐu²¹+fat³	tʰ ɐ u ²¹ + f a t ³	t_h6u21 fat3	101
1265	Fuzhou	18	hair	頭髮	1040	頭髮	tʰau⁵³¯²¹+uoʔ²⁴	tʰ a u ⁵³¯²¹ + u o ʔ ²⁴	t_hau53-21 uo?24_	101
1266	Xiamen	19	hair	頭髮	1040	頭毛	tʰau²⁴¯²²+mŋ̍²⁴	tʰ a u ²⁴¯²² + m ŋ̍ ²⁴	t_hau24-22 mN=24	101
790	Beijing	1	hand	手	1277	手	ʂou²¹³	ʂ o u ²¹³	s`ou213	90
791	Ha_erbin	2	hand	手	1277	手	ʂou²¹³	ʂ o u ²¹³	s`ou213	90
792	Jinan	3	hand	手	1277	手	ʂou⁴⁵	ʂ o u ⁴⁵	s`ou45	90
793	Rongcheng	4	hand	手	1277	手	ʂou²¹⁴	ʂ o u ²¹⁴	s`ou214	90
794	Taiyuan	5	hand	手	1277	手	səu⁵³	s ə u ⁵³	s@u53	90
795	Xi_an	6	hand	手	1277	手	ʂou⁵³	ʂ o u ⁵³	s`ou53	90
796	Chengdu	7	hand	手	1277	手	səu⁵³	s ə u ⁵³	s@u53	90
797	Nanjing	8	hand	手	1277	手	səɯ¹¹	s ə ɯ ¹¹	s@M11	90
798	Jixi	9	hand	手	1277	手	si²¹³	s i ²¹³	si213	90
799	Suzhou	10	hand	手	1277	手	sʏ⁵²³	s ʏ ⁵²³	sY523	90
800	Wenzhou	11	hand	手	1277	手	ɕieu²⁴	ɕ i e u ²⁴	c\ieu24	90
801	Changsha	12	hand	手	1277	手	+səu⁴¹	+s ə u ⁴¹	(1) s@u41	90
802	Changsha	12	hand	手	1277	手把子	+səu⁴¹¯⁴⁴+pa⁵⁵+ʦɿ⁰	+s ə u ⁴¹¯⁴⁴ + p a ⁵⁵ + ʦ ɿ ⁰	(2) s@u41-44 pa55 tsi_z0	90
803	Loudi	13	hand	手	1277	手	ɕio⁴²	ɕ i o ⁴²	c\io42	90
804	Nanchang	14	hand	手	1277	手	ɕiu²¹³	ɕ i u ²¹³	c\iu213	90
805	Meixian	15	hand	手	1277	手	su³¹	s u ³¹	su31	90
806	Guilin	16	hand	手	1277	手	sou²³	s o u ²³	sou23	90
807	Guangzhou	17	hand	手	1277	手	sɐu³⁵	s ɐ u ³⁵	s6u35	90
808	Fuzhou	18	hand	手	1277	手	ʦʰieu³²	ʦʰ i e u ³²	ts_hieu32	90
809	Xiamen	19	hand	手	1277	手	ʦʰiu⁵³	ʦʰ i u ⁵³	ts_hiu53	90
1078	Beijing	1	he	他	1211	他	tʰᴀ⁵⁵	tʰ ᴀ ⁵⁵	t_hA`55	97
1079	Ha_erbin	2	he	他	1211	他	tʰa⁴⁴	tʰ a ⁴⁴	t_ha44	97
1080	Jinan	3	he	他	1211	他	tʰa⁴⁵	tʰ a ⁴⁵	t_ha45	97
1081	Rongcheng	4	he	他	1211	他	tʰa⁵²	tʰ a ⁵²	t_ha52	97
1082	Taiyuan	5	he	他	1211	他	tʰa²¹	tʰ a ²¹	t_ha21	97
1083	Xi_an	6	he	他	1211	他	tʰɑ²¹	tʰ ɑ ²¹	t_hA21	97
1084	Chengdu	7	he	他	1211	他	tʰa⁴⁵	tʰ a ⁴⁵	t_ha45	97
1085	Nanjing	8	he	他	1211	他	tʰɑ³¹	tʰ ɑ ³¹	t_hA31	97
1086	Jixi	9	he	他	1211	渠	ki⁴⁴	k i ⁴⁴	ki44	97
1087	Suzhou	10	he	他	1211	俚	li⁴⁴	l i ⁴⁴	li44	97
1088	Wenzhou	11	he	他	1211	渠	ɡei³⁴¹	ɡ e i ³⁴¹	gei341	97
1089	Changsha	12	he	他	1211	他	tʰa³³	tʰ a ³³	t_ha33	97
1090	Loudi	13	he	他	1211	他	tʰɔ⁴⁴	tʰ ɔ ⁴⁴	t_hO44	97
1091	Nanchang	14	he	他	1211	渠	ʨie²⁴	ʨ i e ²⁴	tc\ie24	97
1092	Meixian	15	he	他	1211	佢	ki¹¹	k i ¹¹	ki11	97
1093	Guilin	16	he	他	1211	他	tʰᴀ⁴²	tʰ ᴀ ⁴²	t_hA`42	97
1094	Guangzhou	17	he	他	1211	佢	kʰøy²³	kʰ ø y ²³	k_h2y23	97
1095	Fuzhou	18	he	他	1211	伊伊	+i⁵⁵	+ i ⁵⁵	(1) i55	97
1096	Fuzhou	18	he	他	1211	儂	+i⁵⁵+nøyŋ⁵³	+ i ⁵⁵ + n ø y ŋ ⁵³	(2) i55 n2yN53	97
1097	Xiamen	19	he	他	1211	伊	i⁵⁵	i ⁵⁵	i55	97
1225	Beijing	1	head	頭	1256	頭	tʰou³⁵	tʰ o u ³⁵	t_hou35	100
1226	Ha_erbin	2	head	頭	1256	頭	tʰour²⁴	tʰ o u r ²⁴	t_hour24	100
1227	Jinan	3	head	頭	1256	頭	tʰou⁵³	tʰ o u ⁵³	t_hou53	100
1228	Rongcheng	4	head	頭	1256	頭	tou³⁵	t o u ³⁵	tou35	100
1229	Taiyuan	5	head	頭	1256	頭	+tʰəu²¹	+ tʰ ə u ²¹	(1) t_h@u21	100
1230	Taiyuan	5	head	頭	1256	得腦	+təʔ²¯⁴⁵+lau⁵³	+ t ə ʔ ²¯⁴⁵ + l a u ⁵³	(2) t@?2-45 lau53	100
1231	Xi_an	6	head	頭	1256	頭	+tʰou²⁴	+ tʰ o u ²⁴	(1) t_hou24	100
1232	Xi_an	6	head	頭	1256	?	+sɑ²⁴	+s ɑ ²⁴	(2) sA24	100
1233	Chengdu	7	head	頭	1256	頭	tʰəu²¹	tʰ ə u ²¹	t_h@u21	100
1234	Nanjing	8	head	頭	1256	頭	tʰəɯ¹³	tʰ ə ɯ ¹³	t_h@M13	100
1235	Jixi	9	head	頭	1256	頭	tʰi⁴⁴	tʰ i ⁴⁴	t_hi44	100
1236	Suzhou	10	head	頭	1256	頭	dʏ¹³	d ʏ ¹³	dY13	100
1237	Wenzhou	11	head	頭	1256	頭	dɤu³⁴¹	d ɤ u ³⁴¹	d7u341	100
1238	Changsha	12	head	頭	1256	頭	+təu¹³	+ t ə u ¹³	(1) t@u13	100
1239	Changsha	12	head	頭	1256	腦壳	+lau⁴¹+kʰo⁰	+ l a u ⁴¹ + kʰ o ⁰	(2) lau41 k_ho0	100
1240	Loudi	13	head	頭	1256	頭	diɤ¹³	d i ɤ ¹³	di713	100
1241	Nanchang	14	head	頭	1256	頭	tʰɛu²⁴	tʰ ɛ u ²⁴	t_hEu24	100
1242	Meixian	15	head	頭	1256	頭那	tʰeu¹¹+na¹¹	tʰ e u ¹¹ + n a ¹¹	t_heu11 na11	100
1243	Guilin	16	head	頭	1256	頭	tai²²	t a i ²²	tai22	100
1244	Guangzhou	17	head	頭	1256	頭	tʰɐu²¹	tʰ ɐ u ²¹	t_h6u21	100
1245	Fuzhou	18	head	頭	1256	頭	tʰau⁵³	tʰ a u ⁵³	t_hau53	100
1246	Xiamen	19	head	頭	1256	頭壳	tʰau²⁴¯²²+khak³²	tʰ a u ²⁴¯²² + k h a k ³²	t_hau24-22 khak32_	100
1206	Beijing	1	hear	聽見	1408	聽見	tʰiŋ⁵⁵+ʨiɛn⁵¹	tʰ i ŋ ⁵⁵ + ʨ i ɛ n ⁵¹	t_hiN55 tc\iEn51	100
1207	Ha_erbin	2	hear	聽見	1408	聽見	tʰiŋ⁴⁴+ʨian⁵³	tʰ i ŋ ⁴⁴ + ʨ i a n ⁵³	t_hiN44 tc\ian53	100
1208	Jinan	3	hear	聽見	1408	聽見	tʰiŋ²¹³¯²¹+ʨiæ̃⁰	tʰ i ŋ ²¹³¯²¹ + ʨ i æ̃ ∼ ⁰	t_hiN213-21 tc\i{~0	100
1209	Rongcheng	4	hear	聽見	1408	聽見	tʰiŋ⁵²+ciɐn³³⁴	tʰ i ŋ ⁵² + c i ɐ n ³³⁴	t_hiN52 ci6n334	100
1210	Taiyuan	5	hear	聽見	1408	聽見	tʰiŋ²¹+ʨie⁴⁵	tʰ i ŋ ²¹ + ʨ i e ⁴⁵	t_hiN21 tc\ie45	100
1211	Xi_an	6	hear	聽見	1408	聽見	tʰiŋ²¹+ʨiæ̃⁰	tʰ i ŋ ²¹ + ʨ i æ̃ ∼ ⁰	t_hiN21 tc\i{~0	100
1212	Chengdu	7	hear	聽見	1408	聽到	tʰin⁴⁵+tau⁵³	tʰ i n ⁴⁵ + t a u ⁵³	t_hin45 tau53	100
1213	Nanjing	8	hear	聽見	1408	聽見	tʰin⁴⁴¯⁴²+ʨien⁴⁴¯²²	tʰ i n ⁴⁴¯⁴² + ʨ i e n ⁴⁴¯²²	t_hin44-42 tc\ien44-22	100
1214	Jixi	9	hear	聽見	1408	聽見	tʰiɑ̃³⁵¯⁵³+ʨiẽ³⁵	tʰ i ɑ̃ ∼ ³⁵¯⁵³ + ʨ i ẽ ∼ ³⁵	t_hiA~35-53 tc\ie~35	100
1215	Suzhou	10	hear	聽見	1408	聽見	tʰin⁴⁴+ʨiɪ⁴¹²¯²¹	tʰ i n ⁴⁴ + ʨ i ɪ ⁴¹²¯²¹	t_hin44 tc\iI412-21	100
1216	Wenzhou	11	hear	聽見	1408	聽着	tʰeŋ+ʥia²¹¯⁴⁴	tʰ e ŋ + ʥ i a ²¹¯⁴⁴	t_heN dz\ia21-44	100
1217	Changsha	12	hear	聽見	1408	聽見	tʰin³³+ʨiẽ⁵⁵	tʰ i n ³³ + ʨ i ẽ ∼ ⁵⁵	t_hin33 tc\ie~55	100
1218	Loudi	13	hear	聽見	1408	聽見	tʰiɔ̃⁴⁴+ʨĩ³⁵¯⁵	tʰ i ɔ̃ ∼ ⁴⁴ + ʨ ĩ ∼ ³⁵¯⁵	t_hiO~44 tc\i~35-5	100
1219	Nanchang	14	hear	聽見	1408	聽見	tʰiaŋ⁴²+ʨiɛn⁴⁵	tʰ i a ŋ ⁴² + ʨ i ɛ n ⁴⁵	t_hiaN42 tc\iEn45	100
1220	Meixian	15	hear	聽見	1408	聽	tʰaŋ³³	tʰ a ŋ ³³	t_haN33	100
1221	Guilin	16	hear	聽見	1408	聽見	tʰei⁴²¯²⁴+ʨiã²⁵¯³³	tʰ e i ⁴²¯²⁴ + ʨ i ã ∼ ²⁵¯³³	t_hei42-24 tc\ia~25-33	100
1222	Guangzhou	17	hear	聽見	1408	聽見	tʰɛŋ⁵³+kin³³	tʰ ɛ ŋ ⁵³ + k i n ³³	t_hEN53 kin33	100
1223	Fuzhou	18	hear	聽見	1408	聽見	tʰiaŋ⁵⁵⁵³+ŋieŋ²¹²	tʰ i a ŋ ⁵⁵⁵³ + ŋ i e ŋ ²¹²	t_hiaN5553 NieN212	100
1224	Xiamen	19	hear	聽見	1408	聽着	tʰiã⁵⁵+tio⁰	tʰ i ã ∼ ⁵⁵ + t i o ⁰	t_hia~55 tio0	100
1646	Beijing	1	heart	心	1223	心	ɕin⁵⁵	ɕ i n ⁵⁵	c\in55	110
1647	Ha_erbin	2	heart	心	1223	心	ɕin⁴⁴	ɕ i n ⁴⁴	c\in44	110
1648	Jinan	3	heart	心	1223	心	ɕiẽ²¹⁴	ɕ i ẽ ∼ ²¹⁴	c\ie~214	110
1649	Rongcheng	4	heart	心	1223	心	sin⁵²	s i n ⁵²	sin52	110
1650	Taiyuan	5	heart	心	1223	心	ɕin²¹	ɕ i n ²¹	c\in21	110
1651	Xi_an	6	heart	心	1223	心	ɕiẽ²¹	ɕ i ẽ ∼ ²¹	c\ie~21	110
1652	Chengdu	7	heart	心	1223	心	ɕin⁴⁵	ɕ i n ⁴⁵	c\in45	110
1653	Nanjing	8	heart	心	1223	心	ɕin³¹	ɕ i n ³¹	c\in31	110
1654	Jixi	9	heart	心	1223	心	ciɑ̃⁵⁵	c i ɑ̃ ∼ ⁵⁵	ciA~55	110
1655	Suzhou	10	heart	心	1223	心	sin⁴⁴	s i n ⁴⁴	sin44	110
1656	Wenzhou	11	heart	心	1223	心	saŋ⁴⁴	s a ŋ ⁴⁴	saN44	110
1657	Changsha	12	heart	心	1223	心	ɕin³³	ɕ i n ³³	c\in33	110
1658	Loudi	13	heart	心	1223	心	ɕin⁴⁴	ɕ i n ⁴⁴	c\in44	110
1659	Nanchang	14	heart	心	1223	心	ɕin⁴²	ɕ i n ⁴²	c\in42	110
1660	Meixian	15	heart	心	1223	心	sim³³	s i m ³³	sim33	110
1661	Guilin	16	heart	心	1223	心	ɕiŋ⁴²	ɕ i ŋ ⁴²	c\iN42	110
1662	Guangzhou	17	heart	心	1223	心	sɐm⁵⁵	s ɐ m ⁵⁵	s6m55	110
1663	Fuzhou	18	heart	心	1223	心	siŋ⁵⁵	s i ŋ ⁵⁵	siN55	110
1664	Xiamen	19	heart	心	1223	心	sim⁵⁵	s i m ⁵⁵	sim55	110
1665	Beijing	1	heart [compound]	?	?	心臟	ɕin⁵⁵+ʦɑŋ⁵¹	ɕ i n ⁵⁵ + ʦ ɑ ŋ ⁵¹	c\in55 tsAN51	110
1666	Ha_erbin	2	heart [compound]	?	?	心臟	ɕin⁴⁴+ʦaŋ⁵³	ɕ i n ⁴⁴ + ʦ a ŋ ⁵³	c\in44 tsaN53	110
1667	Jinan	3	heart [compound]	?	?	心臟	ɕiẽ²¹³+ʦɑŋ²¹	ɕ i ẽ ∼ ²¹³ + ʦ ɑ ŋ ²¹	c\ie~213 tsAN21	110
1668	Rongcheng	4	heart [compound]	?	?	心臟	sin⁵²+ʦaŋ³³⁴	s i n ⁵² + ʦ a ŋ ³³⁴	sin52 tsaN334	110
1669	Taiyuan	5	heart [compound]	?	?	心臟	ɕin²¹+ʦɒ̃⁴⁵	ɕ i n ²¹ + ʦ ɒ̃ ∼ ⁴⁵	c\in21 tsQ~45	110
1670	Xi_an	6	heart [compound]	?	?	心臟	ɕiẽ²¹+ʦɑŋ⁴⁴	ɕ i ẽ ∼ ²¹ + ʦ ɑ ŋ ⁴⁴	c\ie~21 tsAN44	110
1671	Chengdu	7	heart [compound]	?	?	心<identical with "heart">	ɕin⁴⁵	ɕ i n ⁴⁵	c\in45	110
1672	Nanjing	8	heart [compound]	?	?	心臟	ɕin³¹+ʦɑ̃⁴⁴	ɕ i n ³¹ + ʦ ɑ̃ ∼ ⁴⁴	c\in31 tsA~44	110
1673	Jixi	9	heart [compound]	?	?	心臟	ciɑ̃⁵⁵¯⁴⁵+ʦʰɔ³¹	c i ɑ̃ ∼ ⁵⁵¯⁴⁵ + ʦʰ ɔ ³¹	ciA~55-45 ts_hO31	110
1674	Suzhou	10	heart [compound]	?	?	心臟	sin⁴⁴+zɑ̃⁴⁴	s i n ⁴⁴ +z ɑ̃ ∼ ⁴⁴	sin44 zA~44	110
1675	Wenzhou	11	heart [compound]	?	?	心臟	saŋ⁴⁴+zuɔ²²¯²⁴	s a ŋ ⁴⁴ +z u ɔ ²²¯²⁴	saN44 zuO22-24	110
1676	Changsha	12	heart [compound]	?	?	心臟	ɕin³³+ʦan¹¹	ɕ i n ³³ + ʦ a n ¹¹	c\in33 tsan11	110
1677	Loudi	13	heart [compound]	?	?	完心	ɣuẽ¹³+ɕin⁴⁴¯³³	ɣ u ẽ ∼ ¹³ +ɕ i n ⁴⁴¯³³	Gue~13 c\in44-33	110
1678	Nanchang	14	heart [compound]	?	?	心臟	ɕin⁴²+ʦɔŋ⁴²	ɕ i n ⁴² + ʦ ɔ ŋ ⁴²	c\in42 tsON42	110
1679	Meixian	15	heart [compound]	?	?	心臟	sim³³+ʦʰoŋ⁵³	s i m ³³ + ʦʰ o ŋ ⁵³	sim33 ts_hoN53	110
1680	Guilin	16	heart [compound]	?	?	心臟	ɕiŋ⁴²+ʦɑŋ²¹¯³³	ɕ i ŋ ⁴² + ʦ ɑ ŋ ²¹¯³³	c\iN42 tsAN21-33	110
1681	Guangzhou	17	heart [compound]	?	?	心臟	sɐm⁵³+ʦɔŋ²²	s ɐ m ⁵³ + ʦ ɔ ŋ ²²	s6m53 tsON22	110
1682	Fuzhou	18	heart [compound]	?	?	心臟	siŋ⁵⁵¯⁵³+ŋouŋ²⁴²	s i ŋ ⁵⁵¯⁵³ + ŋ o u ŋ ²⁴²	siN55-53 NouN242	110
1683	Xiamen	19	heart [compound]	?	?	心臟	sim⁵⁵¯²²+ʦɔŋ²²	s i m ⁵⁵¯²² + ʦ ɔ ŋ ²²	sim55-22 tsON22	110
2629	Beijing	1	heavy	重	1210	重	t͡ʂuŋ⁵¹	t͡ʂ u ŋ ⁵¹	ts`uN51	128
2630	Ha_erbin	2	heavy	重	1210	重	ʦuŋ⁵³	ʦ u ŋ ⁵³	tsuN53	128
2631	Jinan	3	heavy	重	1210	重	t͡ʂuŋ³¹	t͡ʂ u ŋ ³¹	ts`uN31	128
2632	Rongcheng	4	heavy	重	1210	重	t͡ʂoŋ³³⁴	t͡ʂ o ŋ ³³⁴	ts`oN334	128
2633	Taiyuan	5	heavy	重	1210	重	ʦoŋ³³⁴	ʦ o ŋ ³³⁴	tsoN334	128
2634	Xi_an	6	heavy	重	1210	重	ʦuŋ⁴⁵	ʦ u ŋ ⁴⁵	tsuN45	128
2635	Chengdu	7	heavy	重	1210	重	pfəŋ⁴⁴	p f ə ŋ ⁴⁴	pf@N44	128
2636	Nanjing	8	heavy	重	1210	重	ʦoŋ²¹³	ʦ o ŋ ²¹³	tsoN213	128
2637	Jixi	9	heavy	重	1210	重	ʦoŋ⁴⁴	ʦ o ŋ ⁴⁴	tsoN44	128
2638	Suzhou	10	heavy	重	1210	重	ʦʰɑ̃²¹³	ʦʰ ɑ̃ ∼ ²¹³	ts_hA~213	128
2639	Wenzhou	11	heavy	重	1210	重	zoŋ²³¹	z o ŋ ²³¹	zoN231	128
2640	Changsha	12	heavy	重	1210	重	ʥyɔøɾʦən¹¹	ʥ y ɔ ø ɾ ʦ ə n ¹¹	dz\yO24ts@n11	128
2641	Loudi	13	heavy	重	1210	重	dɤŋ¹¹	d ɤ ŋ ¹¹	d7N11	128
2642	Nanchang	14	heavy	重	1210	重	ʦʰuŋ²¹	ʦʰ u ŋ ²¹	ts_huN21	128
2643	Meixian	15	heavy	重	1210	重	ʦʰuŋ⁵³	ʦʰ u ŋ ⁵³	ts_huN53	128
2644	Guilin	16	heavy	重	1210	重	ʦuɤŋ²³	ʦ u ɤ ŋ ²³	tsu7N23	128
2645	Guangzhou	17	heavy	重	1210	重	ʦoŋ²²	ʦ o ŋ ²²	tsoN22	128
2646	Fuzhou	18	heavy	重	1210	重	tɔyŋ²⁴²	t ɔ y ŋ ²⁴²	tOyN242	128
2647	Xiamen	19	heavy	重	1210	重	taŋ²²	t a ŋ ²²	taN22	128
2292	Beijing	1	here	這裡	136	这里	t͡ʂɤ⁵¹⁰⁵³+li²¹³	t͡ʂ ɤ ⁵¹⁰⁵³ + l i ²¹³	ts`751053 li213	125
2293	Ha_erbin	2	here	這裡	136	这里	˞t.+t͡ʂɤ⁵³+li⁰	˞t + t͡ʂ ɤ ⁵³ + l i ⁰	`t. ts`753 li0	125
2294	Ha_erbin	2	here	這裡	136	???	+t͡ʂɤ⁵³+kar⁴⁴	+ t͡ʂ ɤ ⁵³ + k a r ⁴⁴	(2) ts`753 kar44	125
2295	Ha_erbin	2	here	這裡	136	这?儿	+t͡ʂɤr³⁵³	+ t͡ʂ ɤ r ³⁵³	(3) ts`7r353	125
2296	Jinan	3	here	這裡	136	这里	t͡ʂɤ³¹⁰⁴¹+liœ	t͡ʂ ɤ ³¹⁰⁴¹ + l i œ	ts`731041 li9	125
2297	Rongcheng	4	here	這裡	136	这里	ʧɛ³³⁴⁰³+li²¹⁴	ʧ ɛ ³³⁴⁰³ + l i ²¹⁴	tSE33403 li214	125
2298	Taiyuan	5	here	這裡	136	这里	ʦəʔ²¯⁴⁵+li⁵³	ʦ ə ʔ ²¯⁴⁵ + l i ⁵³	ts@?2-45 li53	125
2299	Xi_an	6	here	這裡	136	这儿	t͡ʂɤr⁵³	t͡ʂ ɤ r ⁵³	ts`7r53	125
2300	Chengdu	7	here	這裡	136	这儿	+ʦər²¹³	+ ʦ ə r ²¹³	(1) ts@r213	125
