ID	DOCULECT	CONCEPT	VALUE	SEGMENTS	STRUCTURE	BENZI	CHARACTERS	COGNATE_SET	COGNATE_SETS
8045	Xi'an	outside	uai⁴⁴tʰou	u a i ⁴⁴ + tʰ o u ⁰	m n N t + i n N t	外头	外头	2580	0
8046	Yinchuan	outside	vɛ¹³⁻¹¹mian	v ɛ ¹³/¹¹ + m i a n ⁰	i n t + i m n c t	外面	外面	2579	0
8047	Yinchuan	outside	vɛ¹³⁻¹¹tʰə⁰	v ɛ ¹³/¹¹ + tʰ ə ⁰	i n t + i n t	外头	外头	2580	0
8048	Yinchuan	outside	vɛ¹³ʂəu	v ɛ ¹³ + ʂ ə u ⁰	i n t + i n N t	外首	外首	2587	0
8049	Lanzhou	outside	vɛ¹³⁻¹¹tʰou⁵³	v ɛ ¹³/¹¹ + tʰ o u ⁵³	i n t + i n N t	外头	外头	2580	0
8050	Xining	outside	uɛ²¹³⁻²¹tʰɯ²⁴⁻	u ɛ ²¹³/²¹ + tʰ ɯ ²⁴/	m n t + i n t	外头	外头	2580	0
8051	Xining	outside	uɛ²¹³⁻²¹miã²¹³⁻	u ɛ ²¹³/²¹ + m i ã ∼ ²¹³	m n t + i m n c t	外面	外面	2579	0
8052	Xining	outside	uɛ²¹³⁻²¹ʨʰiã²⁴⁻⁵³	u ɛ ²¹³/²¹ + tɕʰ i ã ∼ ²⁴/⁵³	m n t + i m n c t	外前	外前	2589	0
8053	Wulumuqi	outside	vai²¹³⁻¹³tʰɤu	v a i ²¹³/¹³ + tʰ ɤ u ⁰	i n N t + i n N t	外头	外头	2580	0
1745	Shanghai	pig	ʦɿ⁵³⁻⁵⁵lu¹³⁻²¹	ts ɿ ⁵³/⁵⁵ + l u ¹³/²¹	i n t + i n t	猪猡	猪猡	468	0
1746	Suzhou	pig	ʦʮ⁵⁵lo¹³⁻²¹	ts ʮ ⁵⁵ + l o ¹³/²¹	i n t + i n t	猪猡	猪猡	468	0
1747	Hangzhou	pig	ʦʮ³³	ts ʮ ³³	i n t	猪	猪	469	0
1748	Hangzhou	pig	zoʔ²ʦʮ³³	z o ʔ ² + ts ʮ ³³	i n c t + i n t	肉猪	肉猪	470	0
1749	Wenzhou	pig	ʦei³³	ts e i ³³	i n N t	猪	猪	469	0
1750	Guangzhou	pig	ʦy⁵⁵	ts y ⁵⁵	i n t	猪	猪	469	0
1751	Nanning	pig	ʦy⁵⁵	ts y ⁵⁵	i n t	猪	猪	469	0
1752	Xianggang	pig	ʦy⁵⁵	ts y ⁵⁵	i n t	猪	猪	469	0
1753	Xiamen	pig	ti⁵⁵	t i ⁵⁵	i n t	猪	猪	469	0
1754	Fuzhou	pig	ty⁴⁴	t y ⁴⁴	i n t	猪	猪	469	0
1755	Jian'ou	pig	kʰy²¹	kʰ y ²¹	i n t	豨	豨	471	0
1756	Shantou	pig	tɯ³³	t ɯ ³³	i n t	猪	猪	469	0
1757	Haikou	pig	ʔdu²³	ʔd u ²³	i n t	猪	猪	469	0
1758	Taibei	pig	ti⁴⁴	t i ⁴⁴	i n t	猪	猪	469	0
1759	Meixian	pig	ʦu⁴⁴⁻³⁵ve	ts u ⁴⁴/³⁵ + v e ⁰	i n t + i n t	猪←儿	猪	469	0
1760	Taoyuan	pig	ʧu²⁴e³¹	tʃ u ²⁴ + e ³¹	i n t + n t	猪仔	猪仔	472	0
1761	Nanchang	pig	ʨy⁴²	tɕ y ⁴²	i n t	猪	猪	469	0
1762	Changsha	pig	ʨy³³	tɕ y ³³	i n t	猪	猪	469	0
1763	Xiangtan	pig	ʨy³³	tɕ y ³³	i n t	猪	猪	469	0
1764	Shexian	pig	ʨy³¹	tɕ y ³¹	i n t	猪	猪	469	0
1765	Tunxi	pig	ʨy¹¹	tɕ y ¹¹	i n t	猪	猪	469	0
1766	Taiyuan	pig	ʦu¹¹	ts u ¹¹	i n t	猪	猪	469	0
1767	Pingyao	pig	ʦʮ¹³⁻³¹ʐʌʔ¹³⁻³⁵	ts ʮ ¹³/³¹ + ʐ ʌ ʔ ¹³/³⁵	i n t + i n c t	猪←儿	猪	469	0
1768	Huhehaote	pig	ʦu³¹	ts u ³¹	i n t	猪	猪	469	0
1769	Beijing	pig	t͡ʂu⁵⁵	ʈʂ u ⁵⁵	i n t	猪	猪	469	0
1770	Tianjin	pig	t͡ʂu²¹	ʈʂ u ²¹	i n t	猪	猪	469	0
1771	Jinan	pig	t͡ʂu²¹³	ʈʂ u ²¹³	i n t	猪	猪	469	0
1772	Qingdao	pig	ʧu²¹³	tʃ u ²¹³	i n t	猪	猪	469	0
1773	Nanjing	pig	t͡ʂu³¹	ʈʂ u ³¹	i n t	猪	猪	469	0
1774	Hefei	pig	t͡ʂu²¹	ʈʂ u ²¹	i n t	猪	猪	469	0
1775	Zhengzhou	pig	t͡ʂu²⁴	ʈʂ u ²⁴	i n t	猪	猪	469	0
1776	Wuhan	pig	ʨy⁵⁵	tɕ y ⁵⁵	i n t	猪	猪	469	0
1777	Chengdu	pig	ʦu⁵⁵	ts u ⁵⁵	i n t	猪	猪	469	0
1778	Guiyang	pig	ʦu⁵⁵	ts u ⁵⁵	i n t	猪	猪	469	0
1779	Kunming	pig	t͡ʂu⁴⁴	ʈʂ u ⁴⁴	i n t	猪	猪	469	0
1780	Haerbin	pig	t͡ʂu⁴⁴	ʈʂ u ⁴⁴	i n t	猪	猪	469	0
1781	Xi'an	pig	p͡fu²¹	pf u ²¹	i n t	猪	猪	469	0
1782	Yinchuan	pig	t͡ʂu⁴⁴	ʈʂ u ⁴⁴	i n t	猪	猪	469	0
1783	Yinchuan	pig	xɯ¹³⁻¹¹ʦɿ	x ɯ ¹³/¹¹ + ts ɿ ⁰	i n t + i n t	黑子	黑子	473	0
1784	Yinchuan	pig	xəŋ⁴⁴xəŋ	x ə ŋ ⁴⁴ + x ə ŋ ⁰	i n c t + i n c t	哼哼	哼哼	474	0
1785	Lanzhou	pig	p͡fu³¹	pf u ³¹	i n t	猪	猪	469	0
1786	Lanzhou	pig	p͡fu³¹ɯ²¹	pf u ³¹ + ɯ ²¹	i n t + n t	猪←儿	猪	469	0
1787	Xining	pig	t͡ʂv̩	ʈʂ v̩ ⁰	i n t	猪	猪	469	0
1788	Xining	pig	t͡ʂv̩⁴⁴⁻²¹ua²¹³	ʈʂ v̩ ⁴⁴/²¹ + u a ²¹³	i n t + m n t	猪娃	猪娃	475	0
1789	Wulumuqi	pig	t͡ʂu⁴⁴	ʈʂ u ⁴⁴	i n t	猪	猪	469	0
1634	Shanghai	potato	ɦiã¹³⁻²²se⁵³⁻⁵⁵ɦy¹³⁻²¹	ɦ i ã ∼ ¹³/²² + s e ⁵³/⁵⁵ + ɦ y ¹³/²¹	i m n c t + i n t + i n t	洋山芋	洋山芋	430	0
1635	Shanghai	potato	tʰu³⁵⁻³³dɤ¹³⁻⁴⁴	tʰ u ³⁵/³³ + d ɤ ¹³/⁴⁴	i n t + i n t	土豆	土豆	431	0
1636	Suzhou	potato	ɦiã¹³sᴇ⁵⁵⁻³³zʮ³¹⁻²¹	ɦ i ã ∼ ¹³ + s ᴇ ⁵⁵/³³ + z ʮ ³¹/²¹	i m n c t + i n t + i n t	洋山薯	洋山薯	432	0
1637	Hangzhou	potato	ɦiɑŋ²¹³⁻²¹fᴇ̃³³ʣʮ¹³⁻³³	ɦ i ɑ ŋ ²¹³/²¹ + f ᴇ̃ ∼ ³³ + dz ʮ ¹³/³³	i m n c t + i n c t + i n t	洋番薯	洋番薯	433	0
1638	Wenzhou	potato	fa³³⁻³⁵naŋ³¹⁻²²vu	f a ³³/³⁵ + n a ŋ ³¹/²² + v u ⁰	i n t + i n c t + i n t	番侬芋	番侬芋	434	0
1639	Wenzhou	potato	ji³¹⁻³⁵mai³¹⁻²²vu²²⁻⁴²	j i ³¹/³⁵ + m a i ³¹/²² + v u ²²/⁴²	i n t + i n N t + i n t	杨梅芋	杨梅芋	435	0
1640	Guangzhou	potato	sy²¹ʦɐi³⁵	s y ²¹ + ts ɐ i ³⁵	i n t + i n N t	薯仔	薯仔	436	0
1641	Nanning	potato	ma²⁴leŋ²¹sy²¹	m a ²⁴ + l e ŋ ²¹ + s y ²¹	i n t + i n c t + i n t	马铃薯	马铃薯	437	0
1642	Xianggang	potato	sy²¹ʦɐi³⁵	s y ²¹ + ts ɐ i ³⁵	i n t + i n N t	薯仔	薯仔	436	0
1643	Xiamen	potato	huan⁵⁵⁻²²na⁵³⁻⁵⁵han⁵⁵⁻²²ʦu	h u a n ⁵⁵/²² + n a ⁵³/⁵⁵ + h a n ⁵⁵/²² + ts u ⁰	i m n c t + i n t + i n c t + i n t	番仔番藷	番仔番藷	438	0
1644	Xiamen	potato	ma⁵³⁻⁵liŋ³⁵⁻²²ʦu³⁵	m a ⁵³/⁵ + l i ŋ ³⁵/²² + ts u ³⁵	i n t + i n c t + i n t	马铃藷	马铃藷	439	0
1645	Fuzhou	potato	huaŋ⁴⁴⁻²¹ŋiaŋ³²⁻²¹ny⁵³	h u a ŋ ⁴⁴/²¹ + ŋ i a ŋ ³²/²¹ + n y ⁵³	i m n c t + i m n c t + i n t	番囝薯	番囝薯	440	0
1646	Jian'ou	potato	iɔŋ³³xuaiŋ⁵⁴y²¹	i ɔ ŋ ³³ + x u a i ŋ ⁵⁴ + y ²¹	m n c t + i m n N c t + n t	洋番薯	洋番薯	433	0
1647	Jian'ou	potato	ma²¹laiŋ³³ʦy³³	m a ²¹ + l a i ŋ ³³ + ts y ³³	i n t + i n N c t + i n t	马铃薯	马铃薯	437	0
1648	Shantou	potato	ho⁵⁵⁻³¹laŋ³³ʦɯ⁵⁵	h o ⁵⁵/³¹ + l a ŋ ³³ + ts ɯ ⁵⁵	i n t + i n c t + i n t	荷兰薯	荷兰薯	441	0
1649	Haikou	potato	hɔu³¹laŋ⁵⁵tu³¹	h ɔ u ³¹ + l a ŋ ⁵⁵ + t u ³¹	i n N t + i n c t + i n t	荷兰薯	荷兰薯	441	0
1650	Taibei	potato	bã⁵³⁻⁴⁴liŋ²⁴⁻¹¹ʦi²⁴	b ã ∼ ⁵³/⁴⁴ + l i ŋ ²⁴/¹¹ + ts i ²⁴	i n c t + i n c t + i n t	马铃薯	马铃薯	437	0
1651	Meixian	potato	ma⁴⁴⁻³⁵laŋ¹¹su¹¹	m a ⁴⁴/³⁵ + l a ŋ ¹¹ + s u ¹¹	i n t + i n c t + i n t	马铃薯	马铃薯	437	0
1652	Taoyuan	potato	mɑ²⁴lin¹¹⁻²²ʃu¹¹	m ɑ ²⁴ + l i n ¹¹/²² + ʃ u ¹¹	i n t + i n c t + i n t	马菱薯	马菱薯	442	0
1653	Nanchang	potato	iɔŋ⁴⁵y²¹tʰɛu⁰²	i ɔ ŋ ⁴⁵ + y ²¹ + tʰ ɛ u ⁰²	m n c t + n t + i n N t	洋芋头	洋芋头	443	0
1654	Changsha	potato	ian¹³y¹¹təu	i a n ¹³ + y ¹¹ + t ə u ⁰	m n c t + n t + i n N t	洋芋头	洋芋头	443	0
1655	Changsha	potato	ian¹³y¹¹	i a n ¹³ + y ¹¹	m n c t + n t	洋芋	洋芋	444	0
1656	Changsha	potato	ian¹³y¹¹ʦɿ	i a n ¹³ + y ¹¹ + ts ɿ ⁰	m n c t + n t + i n t	洋芋子	洋芋子	445	0
1657	Changsha	potato	tʰəu⁴¹təu¹¹	tʰ ə u ⁴¹ + t ə u ¹¹	i n N t + i n N t	土豆	土豆	431	0
1658	Xiangtan	potato	ian¹²y²¹dəɯ¹²	i a n ¹² + y ²¹ + d ə ɯ ¹²	m n c t + n t + i n N t	洋芋头	洋芋头	443	0
1659	Xiangtan	potato	tʰəɯ⁴²dəɯ²¹	tʰ ə ɯ ⁴² + d ə ɯ ²¹	i n N t + i n N t	土豆	土豆	431	0
1660	Shexian	potato	ia⁴⁴sa³¹y²²	i a ⁴⁴ + s a ³¹ + y ²²	m n t + i n t + n t	洋山芋	洋山芋	430	0
1661	Shexian	potato	ia⁴⁴y²²tʰiu⁴⁴	i a ⁴⁴ + y ²² + tʰ i u ⁴⁴	m n t + n t + i m n t	洋芋头	洋芋头	443	0
1662	Shexian	potato	ia⁴⁴y²²	i a ⁴⁴ + y ²²	m n t + n t	洋芋	洋芋	444	0
1663	Tunxi	potato	iau⁴⁴⁻⁴²y¹¹⁻⁵tʰiu⁴⁴	i a u ⁴⁴/⁴² + y ¹¹/⁵ + tʰ i u ⁴⁴	m n N t + n t + i m n t	洋芋头	洋芋头	443	0
1664	Tunxi	potato	muːə²⁴lɛ⁴⁴y¹¹	m uː ə ²⁴ + l ɛ ⁴⁴ + y ¹¹	i n N t + i n t + n t	马铃芋	马铃芋	446	0
1665	Taiyuan	potato	sæ̃¹¹iəʔ²tæ̃⁴⁵	s æ̃ ∼ ¹¹ + i ə ʔ ² + t æ̃ ∼ ⁴⁵	i n c t + m n c t + i n c t	山药蛋	山药蛋	447	0
1666	Taiyuan	potato	ʦʰɒ̃¹¹sæ̃¹¹iəʔ²	tsʰ ɒ̃ ∼ ¹¹ + s æ̃ ∼ ¹¹ + i ə ʔ ²	i n c t + i n c t + m n c t	长山药	长山药	448	0
1667	Pingyao	potato	sɑŋ¹³⁻³¹iʌʔ⁵³tɑŋ³⁵	s ɑ ŋ ¹³/³¹ + i ʌ ʔ ⁵³ + t ɑ ŋ ³⁵	i n c t + m n c t + i n c t	山药蛋	山药蛋	447	0
1668	Huhehaote	potato	sæ̃³¹iaʔ⁴³	s æ̃ ∼ ³¹ + i a ʔ ⁴³	i n c t + m n c t	山药	山药	449	0
1669	Beijing	potato	tʰu²¹⁴⁻²¹tour⁵¹	tʰ u ²¹⁴/²¹ + t o u r ⁵¹	i n t + i n N r t	土豆+儿	土豆	431	0
1670	Tianjin	potato	tʰu¹³tour	tʰ u ¹³ + t o u r ⁰	i n t + i n N r t	土豆+儿	土豆	431	0
1671	Tianjin	potato	sai²¹iɑu¹tour⁵³	s a i ²¹ + i ɑ u ¹ + t o u r ⁵³	i n N t + m n N t + i n N r t	山药豆+儿	山药豆	450	0
1672	Jinan	potato	tʰu⁵⁵tour²¹	tʰ u ⁵⁵ + t o u r ²¹	i n t + i n N r t	土豆+儿	土豆	431	0
1673	Jinan	potato	ti²¹⁻²³tã²¹	t i ²¹/²³ + t ã ∼ ²¹	i n t + i n c t	地蛋	地蛋	451	0
1674	Qingdao	potato	tʰu⁵⁵tour⁴²	tʰ u ⁵⁵ + t o u r ⁴²	i n t + i n N r t	土豆+儿	土豆	431	0
1675	Qingdao	potato	ti⁴²⁻³¹tour⁴²	t i ⁴²/³¹ + t o u r ⁴²	i n t + i n N r t	地豆+儿	地豆	452	0
1676	Nanjing	potato	iaŋ²⁴ʂaŋ³¹y	i a ŋ ²⁴ + ʂ a ŋ ³¹ + y ⁰	m n c t + i n c t + n t	洋山芋	洋山芋	430	0
1677	Nanjing	potato	tʰu²¹²⁻¹¹tər⁴⁴	tʰ u ²¹²/¹¹ + t ə r ⁴⁴	i n t + i n r t	土豆+儿	土豆	431	0
1678	Hefei	potato	ma²⁴lin⁵⁵t͡ʂʰu	m a ²⁴ + l i n ⁵⁵ + ʈʂʰ u ⁰	i n t + i n c t + i n t	马铃薯	马铃薯	437	0
1679	Hefei	potato	tʰu²⁴tɯ⁵³	tʰ u ²⁴ + t ɯ ⁵³	i n t + i n t	土豆	土豆	431	0
1680	Zhengzhou	potato	tʰu⁵³tour³¹²	tʰ u ⁵³ + t o u r ³¹²	i n t + i n N r t	土豆+儿	土豆	431	0
1681	Zhengzhou	potato	ʂan²⁴yo²⁴tan³¹²	ʂ a n ²⁴ + y o ²⁴ + t a n ³¹²	i n c t + m n t + i n c t	山药蛋	山药蛋	447	0
1682	Wuhan	potato	tʰəu⁴²təu³⁵	tʰ ə u ⁴² + t ə u ³⁵	i n N t + i n N t	土豆	土豆	431	0
1683	Chengdu	potato	iaŋ³¹y¹³	i a ŋ ³¹ + y ¹³	m n c t + n t	洋芋	洋芋	444	0
1684	Chengdu	potato	tʰu⁵³tər¹³	tʰ u ⁵³ + t ə r ¹³	i n t + i n r t	土豆+儿	土豆	431	0
1685	Guiyang	potato	iaŋ²¹i²¹³	i a ŋ ²¹ + i ²¹³	m n c t + n t	洋芋	洋芋	444	0
1686	Kunming	potato	iᴀ̃³¹i²¹²	i ᴀ̃ ∼ ³¹ + i ²¹²	m n N t + n t	洋芋	洋芋	444	0
1687	Haerbin	potato	tʰu²¹³⁻²¹tour⁵³	tʰ u ²¹³/²¹ + t o u r ⁵³	i n t + i n N r t	土豆+儿	土豆	431	0
1688	Haerbin	potato	tʰu²¹³⁻²¹tou⁵³ʦɿ	tʰ u ²¹³/²¹ + t o u ⁵³ + ts ɿ ⁰	i n t + i n N t + i n t	土豆子	土豆子	453	0
1689	Xi'an	potato	iaŋ²⁴y⁴⁴	i a ŋ ²⁴ + y ⁴⁴	m n c t + n t	洋芋	洋芋	444	0
1690	Yinchuan	potato	iɑŋ⁵³y	i ɑ ŋ ⁵³ + y ⁰	m n c t + n t	洋芋	洋芋	444	0
1691	Yinchuan	potato	ʂan⁴⁴y	ʂ a n ⁴⁴ + y ⁰	i n c t + n t	山芋	山芋	413	0
1692	Yinchuan	potato	tʰu⁵³⁻³⁵təu	tʰ u ⁵³/³⁵ + t ə u ⁰	i n t + i n N t	土豆	土豆	431	0
1693	Lanzhou	potato	iɑ̃⁵³y¹³	i ɑ̃ ∼ ⁵³ + y ¹³	m n c t + n t	洋芋	洋芋	444	0
1694	Lanzhou	potato	ʂɛ̃n³¹yə²¹	ʂ ɛ̃ n ³¹ + y ə ²¹	i n c t + m n t	山药	山药	449	0
1695	Xining	potato	iɔ̃²⁴⁻²¹y²¹³	i ɔ̃ ∼ ²⁴/²¹ + y ²¹³	m n c t + n t	洋芋	洋芋	444	0
1696	Wulumuqi	potato	iɑŋ⁵¹⁻⁵³y²¹³	i ɑ ŋ ⁵¹/⁵³ + y ²¹³	m n c t + n t	洋芋	洋芋	444	0
1697	Shanghai	pumpkin	ve¹³⁻²²ko⁵³⁻⁴⁴	v e ¹³/²² + k o ⁵³/⁴⁴	i n t + i n t	饭瓜	饭瓜	454	0
1698	Shanghai	pumpkin	nø¹³⁻²²ko⁵³⁻⁴⁴	n ø ¹³/²² + k o ⁵³/⁴⁴	i n t + i n t	南瓜	南瓜	455	0
1699	Suzhou	pumpkin	nø¹³ko⁵⁵⁻³³	n ø ¹³ + k o ⁵⁵/³³	i n t + i n t	南瓜	南瓜	455	0
1700	Hangzhou	pumpkin	nᴇ̃²¹³⁻²¹kuɑ³³	n ᴇ̃ ∼ ²¹³/²¹ + k u ɑ ³³	i n c t + i m n t	南瓜	南瓜	455	0
1701	Wenzhou	pumpkin	ʨaŋ³³ko³³	tɕ a ŋ ³³ + k o ³³	i n c t + i n t	金瓜	金瓜	456	0
1702	Guangzhou	pumpkin	fan⁵⁵kwa⁵⁵	f a n ⁵⁵ + k w a ⁵⁵	i n c t + i m n t	番瓜	番瓜	457	0
1703	Nanning	pumpkin	nam²¹kʷa⁵⁵	n a m ²¹ + k w a ⁵⁵	i n c t + i m n t	南瓜	南瓜	455	0
1704	Xianggang	pumpkin	nam²¹kwa⁵⁵	n a m ²¹ + k w a ⁵⁵	i n c t + i m n t	南瓜	南瓜	455	0
1705	Xianggang	pumpkin	fan⁵⁵kwa⁵⁵	f a n ⁵⁵ + k w a ⁵⁵	i n c t + i m n t	番瓜	番瓜	457	0
1706	Xiamen	pumpkin	kim⁵⁵⁻²²kue	k i m ⁵⁵/²² + k u e ⁰	i n c t + i m n t	金瓜	金瓜	456	0
1707	Xiamen	pumpkin	lam³⁵⁻²²kue⁵⁵	l a m ³⁵/²² + k u e ⁵⁵	i n c t + i m n t	南瓜	南瓜	455	0
1708	Fuzhou	pumpkin	kiŋ⁴⁴ŋua⁴⁴	k i ŋ ⁴⁴ + ŋ u a ⁴⁴	i n c t + i m n t	金瓜	金瓜	456	0
1709	Jian'ou	pumpkin	keiŋ⁵⁴kua⁵⁴	k e i ŋ ⁵⁴ + k u a ⁵⁴	i n N c t + i m n t	金瓜	金瓜	456	0
1710	Shantou	pumpkin	huŋ³³kue³³	h u ŋ ³³ + k u e ³³	i n c t + i m n t	番瓜	番瓜	457	0
1711	Haikou	pumpkin	nam³¹kue²³	n a m ³¹ + k u e ²³	i n c t + i m n t	南瓜	南瓜	455	0
1712	Taibei	pumpkin	kim⁴⁴⁻³³kue⁴⁴	k i m ⁴⁴/³³ + k u e ⁴⁴	i n c t + i m n t	金瓜	金瓜	456	0
1713	Meixian	pumpkin	tuŋ⁴⁴kua⁴⁴	t u ŋ ⁴⁴ + k u a ⁴⁴	i n c t + i m n t	冬瓜	冬瓜	458	0
1714	Taoyuan	pumpkin	voŋ¹¹⁻²²pʰu¹¹	v o ŋ ¹¹/²² + pʰ u ¹¹	i n c t + i n t	黄蒲	黄蒲	459	0
1715	Nanchang	pumpkin	pɛʔ⁵kuɑ⁴²	p ɛ ʔ ⁵ + k u ɑ ⁴²	i n c t + i m n t	北瓜	北瓜	460	0
1716	Nanchang	pumpkin	lan⁴⁵kuɑ⁴²	l a n ⁴⁵ + k u ɑ ⁴²	i n c t + i m n t	南瓜	南瓜	455	0
1717	Changsha	pumpkin	lan¹³kua³³	l a n ¹³ + k u a ³³	i n c t + i m n t	南瓜	南瓜	455	0
1718	Changsha	pumpkin	pə²⁴kua³³	p ə ²⁴ + k u a ³³	i n t + i m n t	北瓜	北瓜	460	0
1719	Xiangtan	pumpkin	nan¹²kuɒ³³	n a n ¹² + k u ɒ ³³	i n c t + i m n t	南瓜	南瓜	455	0
1720	Shexian	pumpkin	pu³²⁴⁻³²kua³¹⁻⁵³	p u ³²⁴/³² + k u a ³¹/⁵³	i n t + i m n t	菩瓜	菩瓜	461	0
1721	Tunxi	pumpkin	lɔ⁴⁴⁻⁴²kuːə¹¹	l ɔ ⁴⁴/⁴² + k uː ə ¹¹	i n t + i n N t	南瓜	南瓜	455	0
1722	Taiyuan	pumpkin	næ̃¹¹kua¹¹	n æ̃ ∼ ¹¹ + k u a ¹¹	i n c t + i m n t	南瓜	南瓜	455	0
1723	Pingyao	pumpkin	nɑŋ¹³kuɑ¹³	n ɑ ŋ ¹³ + k u ɑ ¹³	i n c t + i m n t	南瓜	南瓜	455	0
1724	Huhehaote	pumpkin	fæ̃³¹kua³¹	f æ̃ ∼ ³¹ + k u a ³¹	i n c t + i m n t	番瓜	番瓜	457	0
1725	Huhehaote	pumpkin	ta⁵⁵kua³¹	t a ⁵⁵ + k u a ³¹	i n t + i m n t	大瓜	大瓜	462	0
1726	Beijing	pumpkin	lɑu²¹⁴⁻²¹uo⁵⁵kua²	l ɑ u ²¹⁴/²¹ + u o ⁵⁵ + k u a ²	i n N t + m n t + i m n t	老倭瓜	老倭瓜	463	0
1727	Beijing	pumpkin	nan³⁵kuə³	n a n ³⁵ + k u ə ³	i n c t + i m n t	南瓜	南瓜	455	0
1728	Tianjin	pumpkin	uo²¹kuɑ¹	u o ²¹ + k u ɑ ¹	m n t + i m n t	倭瓜	倭瓜	464	0
1729	Jinan	pumpkin	naŋ⁴²⁻⁵⁵kua	n a ŋ ⁴²/⁵⁵ + k u a ⁰	i n c t + i m n t	南瓜	南瓜	455	0
1730	Qingdao	pumpkin	faŋ²¹³⁻³¹kua	f a ŋ ²¹³/³¹ + k u a ⁰	i n c t + i m n t	方瓜	方瓜	465	0
1731	Nanjing	pumpkin	pəʔ⁵kuɑ³¹	p ə ʔ ⁵ + k u ɑ ³¹	i n c t + i m n t	北瓜	北瓜	460	0
1732	Nanjing	pumpkin	laŋ²⁴kuɑ³¹	l a ŋ ²⁴ + k u ɑ ³¹	i n c t + i m n t	南瓜	南瓜	455	0
1733	Hefei	pumpkin	læ̃⁵⁵kua²¹	l æ̃ ∼ ⁵⁵ + k u a ²¹	i n c t + i m n t	南瓜	南瓜	455	0
1734	Zhengzhou	pumpkin	nan⁴²kua	n a n ⁴² + k u a ⁰	i n c t + i m n t	南瓜	南瓜	455	0
1735	Wuhan	pumpkin	nan²¹³⁻²¹kua⁵⁵	n a n ²¹³/²¹ + k u a ⁵⁵	i n c t + i m n t	南瓜	南瓜	455	0
1736	Chengdu	pumpkin	nan³¹kua⁵⁵	n a n ³¹ + k u a ⁵⁵	i n c t + i m n t	南瓜	南瓜	455	0
1737	Guiyang	pumpkin	lan²¹kua⁵⁵	l a n ²¹ + k u a ⁵⁵	i n c t + i m n t	南瓜	南瓜	455	0
1738	Kunming	pumpkin	mə³¹kuᴀ⁴⁴	m ə ³¹ + k u ᴀ ⁴⁴	i n t + i m n t	麦瓜	麦瓜	466	0
1739	Haerbin	pumpkin	uo⁴⁴kua	u o ⁴⁴ + k u a ⁰	m n t + i m n t	倭瓜	倭瓜	464	0
1740	Xi'an	pumpkin	uo²¹kua	u o ²¹ + k u a ⁰	m n t + i m n t	倭瓜	倭瓜	464	0
1741	Yinchuan	pumpkin	nan⁵³kua	n a n ⁵³ + k u a ⁰	i n c t + i m n t	番瓜	番瓜	457	0
1742	Lanzhou	pumpkin	lɛ̃n⁵³kua³¹	l ɛ̃ n ⁵³ + k u a ³¹	i n c t + i m n t	南瓜	南瓜	455	0
1743	Xining	pumpkin	nã²⁴⁻²¹kua⁴⁴⁻⁵³	n ã ∼ ²⁴/²¹ + k u a ⁴⁴/⁵³	i n c t + i m n t	南瓜	南瓜	455	0
1744	Wulumuqi	pumpkin	xu⁵¹⁻⁴⁴lu	x u ⁵¹/⁴⁴ + l u ⁰	i n t + i n t	葫芦	葫芦	467	0
279	Shanghai	rain	loʔ¹⁻¹ɦy²³	l o ʔ ¹/¹ + ɦ y ²³	i n c t + i n t	落雨	落雨	74	0
280	Suzhou	rain	loʔ³ɦy³¹	l o ʔ ³ + ɦ y ³¹	i n c t + i n t	落雨	落雨	74	0
281	Hangzhou	rain	loʔ²ʮ⁵³	l o ʔ ² + ʮ ⁵³	i n c t + n t	落雨	落雨	74	0
282	Wenzhou	rain	lo²¹³⁻²¹vu³⁵	l o ²¹³/²¹ + v u ³⁵	i n t + i n t	落雨	落雨	74	0
283	Guangzhou	rain	lɔk²jy²³	l ɔ k ² + j y ²³	i n c t + i n t	落雨	落雨	74	0
284	Nanning	rain	lɔk²²y²⁴	l ɔ k ²² + y ²⁴	i n c t + n t	落雨	落雨	74	0
285	Xianggang	rain	lɔk²jy¹³	l ɔ k ² + j y ¹³	i n c t + i n t	落雨	落雨	74	0
286	Xiamen	rain	loʔ⁵⁻²¹hɔ²²	l o ʔ ⁵/²¹ + h ɔ ²²	i n c t + i n t	落雨	落雨	74	0
287	Fuzhou	rain	touŋ²⁴²⁻⁵³ŋy³²	t o u ŋ ²⁴²/⁵³ + ŋ y ³²	i n N c t + i n t	逿雨	逿雨	75	0
288	Jian'ou	rain	lɔ⁴²xy⁴⁴	l ɔ ⁴² + x y ⁴⁴	i n t + i n t	落雨	落雨	74	0
289	Shantou	rain	loʔ⁵⁻²hou³⁵	l o ʔ ⁵/² + h o u ³⁵	i n c t + i n N t	落雨	落雨	74	0
290	Haikou	rain	lo³³hɔu³³	l o ³³ + h ɔ u ³³	i n t + i n N t	落雨	落雨	74	0
291	Taibei	rain	lɔʔ⁴⁴⁻³²hɔ³³	l ɔ ʔ ⁴⁴/³² + h ɔ ³³	i n c t + i n t	落雨	落雨	74	0
292	Meixian	rain	lok⁵i³¹	l o k ⁵ + i ³¹	i n c t + n t	落雨	落雨	74	0
293	Taoyuan	rain	lok⁵⁵ʃui³¹	l o k ⁵⁵ + ʃ u i ³¹	i n c t + i m n t	落水	落水	76	0
294	Taoyuan	rain	lok⁵⁵ʒï³¹	l o k ⁵⁵ + ʒ ï ³¹	i n c t + i n t	落雨	落雨	74	0
