ID	CHARACTER	PINYIN	DOCULECT	READING	CONTEXT
3875	益	yì	Middle_Chinese	ʔ j e k /⁴	i m n c t t
3876	益	yì	Beijing	i ⁵¹	n t
3877	嗌	ài	Middle_Chinese	ʔ j e k /⁴	i m n c t t
3878	嗌	ài	Beijing	i ⁵¹	n t
3879	腋	yè	Middle_Chinese	j e k /⁴	i n c t t
3880	腋	yè	Beijing	i ⁵¹	n t
3881	掖	yē	Middle_Chinese	j e k /⁴	i n c t t
3882	掖	yē	Beijing	i ⁵¹	n t
3883	液	yè	Middle_Chinese	j e k /⁴	i n c t t
3884	液	yè	Beijing	i ⁵¹	n t
3885	亦	yì	Middle_Chinese	j e k /⁴	i n c t t
3886	亦	yì	Beijing	i ⁵¹	n t
3887	奕	yì	Middle_Chinese	j e k /⁴	i n c t t
3888	奕	yì	Beijing	i ⁵¹	n t
3889	弈	yì	Middle_Chinese	j e k /⁴	i n c t t
3890	弈	yì	Beijing	i ⁵¹	n t
3891	帟	yì	Middle_Chinese	j e k /⁴	i n c t t
3892	帟	yì	Beijing	i ⁵¹	n t
3893	译	yì	Middle_Chinese	j e k /⁴	i n c t t
3894	译	yì	Beijing	i ⁵¹	n t
3895	驿	yì	Middle_Chinese	j e k /⁴	i n c t t
3896	驿	yì	Beijing	i ⁵¹	n t
3897	绎	yì	Middle_Chinese	j e k /⁴	i n c t t
3898	绎	yì	Beijing	i ⁵¹	n t
3899	峄	yì	Middle_Chinese	j e k /⁴	i n c t t
3900	峄	yì	Beijing	i ⁵¹	n t
3901	睪	yì	Middle_Chinese	j e k /⁴	i n c t t
3902	睪	yì	Beijing	i ⁵¹	n t
3903	怿	yì	Middle_Chinese	j e k /⁴	i n c t t
3904	怿	yì	Beijing	i ⁵¹	n t
3905	斁	yì	Middle_Chinese	j e k /⁴	i n c t t
3906	斁	yì	Beijing	i ⁵¹	n t
3907	圛	yì	Middle_Chinese	j e k /⁴	i n c t t
3908	圛	yì	Beijing	i ⁵¹	n t
3909	易	yì	Middle_Chinese	j e k /⁴	i n c t t
3910	易	yì	Beijing	i ⁵¹	n t
3911	埸	yì	Middle_Chinese	j e k /⁴	i n c t t
3912	埸	yì	Beijing	i ⁵¹	n t
3913	鹢	yì	Middle_Chinese	ŋ e k /⁴	i n c t t
3914	鹢	yì	Beijing	i ⁵¹	n t
3915	艗	yì	Middle_Chinese	ŋ e k /⁴	i n c t t
3916	艗	yì	Beijing	i ⁵¹	n t
3917	疫	yì	Middle_Chinese	j w e k /⁴	i m n c t t
3918	疫	yì	Beijing	i ⁵¹	n t
3919	役	yì	Middle_Chinese	j w e k /⁴	i m n c t t
3920	役	yì	Beijing	i ⁵¹	n t
3921	逋	bū	Middle_Chinese	p u /¹	i n t t
3922	逋	bū	Beijing	p u ⁵⁵	i n t
3923	饽	bō	Middle_Chinese	b w o t /⁴	i m n c t t
3924	饽	bō	Beijing	p u ³⁵	i n t
3925	醭	bú	Middle_Chinese	pʰ u kʷ /⁴	i n c t t
3926	醭	bú	Beijing	p u ³⁵	i n t
3927	补	bǔ	Middle_Chinese	p u /²	i n t
3928	补	bǔ	Beijing	p u ²¹⁴	i n t
3929	哺	bǔ	Middle_Chinese	b u /³	i n t
3930	哺	bǔ	Beijing	p u ²¹⁴	i n t
3931	捕	bǔ	Middle_Chinese	b u /³	i n t
3932	捕	bǔ	Beijing	p u ²¹⁴	i n t
3933	卜	bó	Middle_Chinese	p u kʷ /⁴	i n c t t
3934	卜	bó	Beijing	p u ²¹⁴	i n t
3935	布	bù	Middle_Chinese	p u /³	i n t
3936	布	bù	Beijing	p u ⁵¹	i n t
3937	佈	bù	Middle_Chinese	p u /³	i n t
3938	佈	bù	Beijing	p u ⁵¹	i n t
3939	怖	bù	Middle_Chinese	pʰ u /³	i n t
3940	怖	bù	Beijing	p u ⁵¹	i n t
3941	部	bù	Middle_Chinese	b u /²	i n t
3942	部	bù	Beijing	p u ⁵¹	i n t
3943	簿	bù	Middle_Chinese	b u /²	i n t
3944	簿	bù	Beijing	p u ⁵¹	i n t
3945	步	bù	Middle_Chinese	b u /³	i n t
3946	步	bù	Beijing	p u ⁵¹	i n t
3947	埠	bù	Middle_Chinese	b u /³	i n t
3948	埠	bù	Beijing	p u ⁵¹	i n t
3949	不	bù	Middle_Chinese	p j u t /⁴	i m n c t t
3950	不	bù	Beijing	p u ⁵¹	i n t
3951	铺	pù	Middle_Chinese	pʰ u /¹	i n t t
3952	铺	pù	Beijing	pʰ u ⁵⁵	i n t
3953	扑	pū	Middle_Chinese	pʰ u kʷ /⁴	i n c t t
3954	扑	pū	Beijing	pʰ u ⁵⁵	i n t
3955	仆	pū	Middle_Chinese	pʰ u kʷ /⁴	i n c t t
3956	仆	pū	Beijing	pʰ u ⁵⁵	i n t
3957	蒲	pú	Middle_Chinese	b u /¹	i n t t
3958	蒲	pú	Beijing	pʰ u ³⁵	i n t
3959	菩	pú	Middle_Chinese	b u /¹	i n t t
3960	菩	pú	Beijing	pʰ u ³⁵	i n t
3961	脯	pú	Middle_Chinese	b u /¹	i n t t
3962	脯	pú	Beijing	pʰ u ³⁵	i n t
3963	葡	pú	Middle_Chinese	b u /¹	i n t t
3964	葡	pú	Beijing	pʰ u ³⁵	i n t
3965	匍	pú	Middle_Chinese	b u /¹	i n t t
3966	匍	pú	Beijing	pʰ u ³⁵	i n t
3967	濮	pú	Middle_Chinese	p u kʷ /⁴	i n c t t
3968	濮	pú	Beijing	pʰ u ³⁵	i n t
3969	僕	pú	Middle_Chinese	b u kʷ /⁴	i n c t t
3970	僕	pú	Beijing	pʰ u ³⁵	i n t
3971	瀑	pù	Middle_Chinese	b u kʷ /⁴	i n c t t
3972	瀑	pù	Beijing	pʰ u ³⁵	i n t
3973	谱	pǔ	Middle_Chinese	p u /²	i n t
3974	谱	pǔ	Beijing	pʰ u ²¹⁴	i n t
3975	圃	pǔ	Middle_Chinese	p u /²	i n t
3976	圃	pǔ	Beijing	pʰ u ²¹⁴	i n t
3977	普	pǔ	Middle_Chinese	pʰ u /²	i n t
3978	普	pǔ	Beijing	pʰ u ²¹⁴	i n t
3979	溥	pǔ	Middle_Chinese	pʰ u /²	i n t
3980	溥	pǔ	Beijing	pʰ u ²¹⁴	i n t
3981	浦	pǔ	Middle_Chinese	pʰ u /²	i n t
3982	浦	pǔ	Beijing	pʰ u ²¹⁴	i n t
3983	璞	pú	Middle_Chinese	pʰ æ kʷ /⁴	i n c t t
3984	璞	pú	Beijing	pʰ u ²¹⁴	i n t
3985	朴	pǔ	Middle_Chinese	pʰ æ kʷ /⁴	i n c t t
3986	朴	pǔ	Beijing	pʰ u ²¹⁴	i n t
3987	铺	pù	Middle_Chinese	pʰ u /³	i n t
3988	铺	pù	Beijing	pʰ u ⁵¹	i n t
3989	曝	pù	Middle_Chinese	b u kʷ /⁴	i n c t t
3990	曝	pù	Beijing	pʰ u ⁵¹	i n t
3991	模	mó	Middle_Chinese	m u /¹	i n t t
3992	模	mó	Beijing	m u ³⁵	i n t
3993	姥	lǎo	Middle_Chinese	m u /²	i n t
3994	姥	lǎo	Beijing	m u ²¹⁴	i n t
3995	母	mǔ	Middle_Chinese	m u w /²	i n c t
3996	母	mǔ	Beijing	m u ²¹⁴	i n t
3997	姆	mǔ	Middle_Chinese	m u w /²	i n c t
3998	姆	mǔ	Beijing	m u ²¹⁴	i n t
3999	拇	mǔ	Middle_Chinese	m u w /²	i n c t
4000	拇	mǔ	Beijing	m u ²¹⁴	i n t
4001	亩	mǔ	Middle_Chinese	m u w /²	i n c t
4002	亩	mǔ	Beijing	m u ²¹⁴	i n t
4003	牡	mǔ	Middle_Chinese	m u w /²	i n c t
4004	牡	mǔ	Beijing	m u ²¹⁴	i n t
4005	暮	mù	Middle_Chinese	m u /³	i n t
4006	暮	mù	Beijing	m u ⁵¹	i n t
4007	慕	mù	Middle_Chinese	m u /³	i n t
4008	慕	mù	Beijing	m u ⁵¹	i n t
4009	墓	mù	Middle_Chinese	m u /³	i n t
4010	墓	mù	Beijing	m u ⁵¹	i n t
4011	募	mù	Middle_Chinese	m u /³	i n t
4012	募	mù	Beijing	m u ⁵¹	i n t
4013	幕	mù	Middle_Chinese	m a k /⁴	i n c t t
4014	幕	mù	Beijing	m u ⁵¹	i n t
4015	木	mù	Middle_Chinese	m u kʷ /⁴	i n c t t
4016	木	mù	Beijing	m u ⁵¹	i n t
4017	沐	mù	Middle_Chinese	m u kʷ /⁴	i n c t t
4018	沐	mù	Beijing	m u ⁵¹	i n t
4019	目	mù	Middle_Chinese	m j u kʷ /⁴	i m n c t t
4020	目	mù	Beijing	m u ⁵¹	i n t
4021	穆	mù	Middle_Chinese	m j u kʷ /⁴	i m n c t t
4022	穆	mù	Beijing	m u ⁵¹	i n t
4023	牧	mù	Middle_Chinese	m j u kʷ /⁴	i m n c t t
4024	牧	mù	Beijing	m u ⁵¹	i n t
4025	睦	mù	Middle_Chinese	m j u kʷ /⁴	i m n c t t
4026	睦	mù	Beijing	m u ⁵¹	i n t
4027	苜	mù	Middle_Chinese	m j u kʷ /⁴	i m n c t t
4028	苜	mù	Beijing	m u ⁵¹	i n t
4029	肤	fū	Middle_Chinese	p j u /¹	i m n t t
4030	肤	fū	Beijing	f u ⁵⁵	i n t
4031	柎	fū	Middle_Chinese	p j u /¹	i m n t t
4032	柎	fū	Beijing	f u ⁵⁵	i n t
4033	跗	fū	Middle_Chinese	p j u /¹	i m n t t
4034	跗	fū	Beijing	f u ⁵⁵	i n t
4035	趺	fū	Middle_Chinese	p j u /¹	i m n t t
4036	趺	fū	Beijing	f u ⁵⁵	i n t
4037	鈇	fū	Middle_Chinese	p j u /¹	i m n t t
4038	鈇	fū	Beijing	f u ⁵⁵	i n t
4039	夫	fū	Middle_Chinese	p j u /¹	i m n t t
4040	夫	fū	Beijing	f u ⁵⁵	i n t
4041	敷	fū	Middle_Chinese	pʰ j u /¹	i m n t t
4042	敷	fū	Beijing	f u ⁵⁵	i n t
4043	孵	fū	Middle_Chinese	pʰ j u /¹	i m n t t
4044	孵	fū	Beijing	f u ⁵⁵	i n t
4045	郛	fú	Middle_Chinese	pʰ j u /¹	i m n t t
4046	郛	fú	Beijing	f u ⁵⁵	i n t
4047	莩	fú	Middle_Chinese	pʰ j u /¹	i m n t t
4048	莩	fú	Beijing	f u ⁵⁵	i n t
4049	稃	fū	Middle_Chinese	pʰ j u /¹	i m n t t
4050	稃	fū	Beijing	f u ⁵⁵	i n t
4051	麸	fū	Middle_Chinese	pʰ j u /¹	i m n t t
4052	麸	fū	Beijing	f u ⁵⁵	i n t
4053	鄜	fū	Middle_Chinese	pʰ j u /¹	i m n t t
4054	鄜	fū	Beijing	f u ⁵⁵	i n t
4055	俘	fú	Middle_Chinese	pʰ j u /¹	i m n t t
4056	俘	fú	Beijing	f u ³⁵	i n t
4057	孚	fú	Middle_Chinese	pʰ j u /¹	i m n t t
4058	孚	fú	Beijing	f u ³⁵	i n t
4059	符	fú	Middle_Chinese	b j u /¹	i m n t t
4060	符	fú	Beijing	f u ³⁵	i n t
4061	泭	fú	Middle_Chinese	b j u /¹	i m n t t
4062	泭	fú	Beijing	f u ³⁵	i n t
4063	苻	fú	Middle_Chinese	b j u /¹	i m n t t
4064	苻	fú	Beijing	f u ³⁵	i n t
4065	夫	fū	Middle_Chinese	b j u /¹	i m n t t
4066	夫	fū	Beijing	f u ³⁵	i n t
4067	蚨	fú	Middle_Chinese	b j u /¹	i m n t t
4068	蚨	fú	Beijing	f u ³⁵	i n t
4069	扶	fú	Middle_Chinese	b j u /¹	i m n t t
4070	扶	fú	Beijing	f u ³⁵	i n t
4071	凫	fú	Middle_Chinese	b j u /¹	i m n t t
4072	凫	fú	Beijing	f u ³⁵	i n t
4073	芙	fú	Middle_Chinese	b j u /¹	i m n t t
4074	芙	fú	Beijing	f u ³⁵	i n t
4075	浮	fú	Middle_Chinese	b j u w /¹	i m n c t t
4076	浮	fú	Beijing	f u ³⁵	i n t
4077	蜉	fú	Middle_Chinese	b j u w /¹	i m n c t t
4078	蜉	fú	Beijing	f u ³⁵	i n t
4079	桴	fú	Middle_Chinese	b j u w /¹	i m n c t t
4080	桴	fú	Beijing	f u ³⁵	i n t
4081	罘	fú	Middle_Chinese	b j u w /¹	i m n c t t
4082	罘	fú	Beijing	f u ³⁵	i n t
4083	涪	fú	Middle_Chinese	b j u w /¹	i m n c t t
4084	涪	fú	Beijing	f u ³⁵	i n t
4085	弗	fú	Middle_Chinese	p j u t /⁴	i m n c t t
4086	弗	fú	Beijing	f u ³⁵	i n t
4087	绋	fú	Middle_Chinese	p j u t /⁴	i m n c t t
4088	绋	fú	Beijing	f u ³⁵	i n t
4089	绂	fú	Middle_Chinese	p j u t /⁴	i m n c t t
4090	绂	fú	Beijing	f u ³⁵	i n t
4091	黻	fú	Middle_Chinese	p j u t /⁴	i m n c t t
4092	黻	fú	Beijing	f u ³⁵	i n t
4093	芾	fèi	Middle_Chinese	p j u t /⁴	i m n c t t
4094	芾	fèi	Beijing	f u ³⁵	i n t
4095	拂	fú	Middle_Chinese	pʰ j u t /⁴	i m n c t t
4096	拂	fú	Beijing	f u ³⁵	i n t
4097	佛	fú	Middle_Chinese	pʰ j u t /⁴	i m n c t t
4098	佛	fú	Beijing	f u ³⁵	i n t
4099	福	fú	Middle_Chinese	p j u kʷ /⁴	i m n c t t
4100	福	fú	Beijing	f u ³⁵	i n t
4101	蝠	fú	Middle_Chinese	p j u kʷ /⁴	i m n c t t
4102	蝠	fú	Beijing	f u ³⁵	i n t
4103	幅	fú	Middle_Chinese	p j u kʷ /⁴	i m n c t t
4104	幅	fú	Beijing	f u ³⁵	i n t
4105	辐	fú	Middle_Chinese	p j u kʷ /⁴	i m n c t t
4106	辐	fú	Beijing	f u ³⁵	i n t
4107	服	fú	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4108	服	fú	Beijing	f u ³⁵	i n t
4109	鵩	fú	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4110	鵩	fú	Beijing	f u ³⁵	i n t
4111	伏	fú	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4112	伏	fú	Beijing	f u ³⁵	i n t
4113	茯	fú	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4114	茯	fú	Beijing	f u ³⁵	i n t
4115	栿	fú	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4116	栿	fú	Beijing	f u ³⁵	i n t
4117	匐	fú	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4118	匐	fú	Beijing	f u ³⁵	i n t
4119	袱	fú	Middle_Chinese	b j o kʷ /⁴	i m n c t t
4120	袱	fú	Beijing	f u ³⁵	i n t
4121	幞	fú	Middle_Chinese	b j o kʷ /⁴	i m n c t t
4122	幞	fú	Beijing	f u ³⁵	i n t
4123	幞	fú	Middle_Chinese	b j o kʷ /⁴	i m n c t t
4124	幞	fú	Beijing	f u ³⁵	i n t
4125	府	fǔ	Middle_Chinese	p j u /²	i m n t
4126	府	fǔ	Beijing	f u ²¹⁴	i n t
4127	腑	fǔ	Middle_Chinese	p j u /²	i m n t
4128	腑	fǔ	Beijing	f u ²¹⁴	i n t
4129	俯	fǔ	Middle_Chinese	p j u /²	i m n t
4130	俯	fǔ	Beijing	f u ²¹⁴	i n t
4131	斧	fǔ	Middle_Chinese	p j u /²	i m n t
4132	斧	fǔ	Beijing	f u ²¹⁴	i n t
4133	甫	fǔ	Middle_Chinese	p j u /²	i m n t
4134	甫	fǔ	Beijing	f u ²¹⁴	i n t
4135	脯	pú	Middle_Chinese	p j u /²	i m n t
4136	脯	pú	Beijing	f u ²¹⁴	i n t
4137	黼	fǔ	Middle_Chinese	p j u /²	i m n t
4138	黼	fǔ	Beijing	f u ²¹⁴	i n t
4139	俌	fǔ	Middle_Chinese	p j u /²	i m n t
4140	俌	fǔ	Beijing	f u ²¹⁴	i n t
4141	抚	fǔ	Middle_Chinese	pʰ j u /²	i m n t
4142	抚	fǔ	Beijing	f u ²¹⁴	i n t
4143	拊	fǔ	Middle_Chinese	pʰ j u /²	i m n t
4144	拊	fǔ	Beijing	f u ²¹⁴	i n t
4145	釜	fǔ	Middle_Chinese	b j u /²	i m n t
4146	釜	fǔ	Beijing	f u ²¹⁴	i n t
4147	腐	fǔ	Middle_Chinese	b j u /²	i m n t
4148	腐	fǔ	Beijing	f u ²¹⁴	i n t
4149	辅	fǔ	Middle_Chinese	b j u /²	i m n t
4150	辅	fǔ	Beijing	f u ²¹⁴	i n t
4151	幅	fú	Middle_Chinese	p j u kʷ /⁴	i m n c t t
4152	幅	fú	Beijing	f u ²¹⁴	i n t
4153	付	fù	Middle_Chinese	p j u /³	i m n t
4154	付	fù	Beijing	f u ⁵¹	i n t
4155	咐	fù	Middle_Chinese	p j u /³	i m n t
4156	咐	fù	Beijing	f u ⁵¹	i n t
4157	赋	fù	Middle_Chinese	p j u /³	i m n t
4158	赋	fù	Beijing	f u ⁵¹	i n t
4159	傅	fù	Middle_Chinese	p j u /³	i m n t
4160	傅	fù	Beijing	f u ⁵¹	i n t
4161	赴	fù	Middle_Chinese	pʰ j u /³	i m n t
4162	赴	fù	Beijing	f u ⁵¹	i n t
4163	讣	fù	Middle_Chinese	pʰ j u /³	i m n t
4164	讣	fù	Beijing	f u ⁵¹	i n t
4165	父	fù	Middle_Chinese	b j u /²	i m n t
4166	父	fù	Beijing	f u ⁵¹	i n t
4167	附	fù	Middle_Chinese	b j u /³	i m n t
4168	附	fù	Beijing	f u ⁵¹	i n t
4169	坿	fù	Middle_Chinese	b j u /³	i m n t
4170	坿	fù	Beijing	f u ⁵¹	i n t
4171	驸	fù	Middle_Chinese	b j u /³	i m n t
4172	驸	fù	Beijing	f u ⁵¹	i n t
4173	鲋	fù	Middle_Chinese	b j u /³	i m n t
4174	鲋	fù	Beijing	f u ⁵¹	i n t
4175	赙	fù	Middle_Chinese	b j u /³	i m n t
4176	赙	fù	Beijing	f u ⁵¹	i n t
4177	富	fù	Middle_Chinese	p j u w /³	i m n c t
4178	富	fù	Beijing	f u ⁵¹	i n t
4179	副	fù	Middle_Chinese	pʰ j u w /³	i m n c t
4180	副	fù	Beijing	f u ⁵¹	i n t
4181	覆	fù	Middle_Chinese	pʰ j u w /³	i m n c t
4182	覆	fù	Beijing	f u ⁵¹	i n t
4183	妇	fù	Middle_Chinese	b j u w /²	i m n c t
4184	妇	fù	Beijing	f u ⁵¹	i n t
4185	负	fù	Middle_Chinese	b j u w /²	i m n c t
4186	负	fù	Beijing	f u ⁵¹	i n t
4187	阜	fù	Middle_Chinese	b j u w /²	i m n c t
4188	阜	fù	Beijing	f u ⁵¹	i n t
4189	復	fù	Middle_Chinese	b j u w /³	i m n c t
4190	復	fù	Beijing	f u ⁵¹	i n t
4191	缚	fù	Middle_Chinese	b j a k /⁴	i m n c t t
4192	缚	fù	Beijing	f u ⁵¹	i n t
4193	腹	fù	Middle_Chinese	p j u kʷ /⁴	i m n c t t
4194	腹	fù	Beijing	f u ⁵¹	i n t
4195	複	fù	Middle_Chinese	p j u kʷ /⁴	i m n c t t
4196	複	fù	Beijing	f u ⁵¹	i n t
4197	覆	fù	Middle_Chinese	pʰ j u kʷ /⁴	i m n c t t
4198	覆	fù	Beijing	f u ⁵¹	i n t
4199	蝮	fù	Middle_Chinese	pʰ j u kʷ /⁴	i m n c t t
4200	蝮	fù	Beijing	f u ⁵¹	i n t
4201	复	fù	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4202	复	fù	Beijing	f u ⁵¹	i n t
4203	復	fù	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4204	復	fù	Beijing	f u ⁵¹	i n t
4205	馥	fù	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4206	馥	fù	Beijing	f u ⁵¹	i n t
4207	鳆	fù	Middle_Chinese	b j u kʷ /⁴	i m n c t t
4208	鳆	fù	Beijing	f u ⁵¹	i n t
4209	都	dōu	Middle_Chinese	t u /¹	i n t t
4210	都	dōu	Beijing	t u ⁵⁵	i n t
4211	督	dū	Middle_Chinese	t o kʷ /⁴	i n c t t
4212	督	dū	Beijing	t u ⁵⁵	i n t
4213	独	dú	Middle_Chinese	d u kʷ /⁴	i n c t t
4214	独	dú	Beijing	t u ³⁵	i n t
4215	读	dú	Middle_Chinese	d u kʷ /⁴	i n c t t
4216	读	dú	Beijing	t u ³⁵	i n t
4217	牍	dú	Middle_Chinese	d u kʷ /⁴	i n c t t
4218	牍	dú	Beijing	t u ³⁵	i n t
4219	犊	dú	Middle_Chinese	d u kʷ /⁴	i n c t t
4220	犊	dú	Beijing	t u ³⁵	i n t
4221	渎	dú	Middle_Chinese	d u kʷ /⁴	i n c t t
4222	渎	dú	Beijing	t u ³⁵	i n t
4223	椟	dú	Middle_Chinese	d u kʷ /⁴	i n c t t
4224	椟	dú	Beijing	t u ³⁵	i n t
4225	毒	dú	Middle_Chinese	d o kʷ /⁴	i n c t t
4226	毒	dú	Beijing	t u ³⁵	i n t
4227	堵	dǔ	Middle_Chinese	t u /²	i n t
4228	堵	dǔ	Beijing	t u ²¹⁴	i n t
4229	赌	dǔ	Middle_Chinese	t u /²	i n t
4230	赌	dǔ	Beijing	t u ²¹⁴	i n t
4231	肚	dù	Middle_Chinese	t u /²	i n t
4232	肚	dù	Beijing	t u ²¹⁴	i n t
4233	覩	dǔ	Middle_Chinese	t u /²	i n t
4234	覩	dǔ	Beijing	t u ²¹⁴	i n t
4235	笃	dǔ	Middle_Chinese	t o kʷ /⁴	i n c t t
4236	笃	dǔ	Beijing	t u ²¹⁴	i n t
4237	妬	dù	Middle_Chinese	t u /³	i n t
4238	妬	dù	Beijing	t u ⁵¹	i n t
4239	妒	dù	Middle_Chinese	t u /³	i n t
4240	妒	dù	Beijing	t u ⁵¹	i n t
4241	蠹	dù	Middle_Chinese	t u /³	i n t
4242	蠹	dù	Beijing	t u ⁵¹	i n t
4243	杜	dù	Middle_Chinese	d u /²	i n t
4244	杜	dù	Beijing	t u ⁵¹	i n t
4245	肚	dù	Middle_Chinese	d u /²	i n t
4246	肚	dù	Beijing	t u ⁵¹	i n t
4247	度	dù	Middle_Chinese	d u /³	i n t
4248	度	dù	Beijing	t u ⁵¹	i n t
4249	渡	dù	Middle_Chinese	d u /³	i n t
4250	渡	dù	Beijing	t u ⁵¹	i n t
4251	镀	dù	Middle_Chinese	d u /³	i n t
4252	镀	dù	Beijing	t u ⁵¹	i n t
4253	突	tū	Middle_Chinese	tʰ w o t /⁴	i m n c t t
4254	突	tū	Beijing	tʰ u ⁵⁵	i n t
4255	宊	tū	Middle_Chinese	tʰ w o t /⁴	i m n c t t
4256	宊	tū	Beijing	tʰ u ⁵⁵	i n t
4257	秃	tū	Middle_Chinese	tʰ u kʷ /⁴	i n c t t
4258	秃	tū	Beijing	tʰ u ⁵⁵	i n t
4259	徒	tú	Middle_Chinese	d u /¹	i n t t
4260	徒	tú	Beijing	tʰ u ³⁵	i n t
4261	屠	tú	Middle_Chinese	d u /¹	i n t t
4262	屠	tú	Beijing	tʰ u ³⁵	i n t
4263	途	tú	Middle_Chinese	d u /¹	i n t t
4264	途	tú	Beijing	tʰ u ³⁵	i n t
4265	涂	tú	Middle_Chinese	d u /¹	i n t t
4266	涂	tú	Beijing	tʰ u ³⁵	i n t
4267	图	tú	Middle_Chinese	d u /¹	i n t t
4268	图	tú	Beijing	tʰ u ³⁵	i n t
4269	荼	tú	Middle_Chinese	d u /¹	i n t t
4270	荼	tú	Beijing	tʰ u ³⁵	i n t
4271	突	tū	Middle_Chinese	d w o t /⁴	i m n c t t
4272	突	tū	Beijing	tʰ u ³⁵	i n t
4273	凸	tū	Middle_Chinese	d w o t /⁴	i m n c t t
4274	凸	tū	Beijing	tʰ u ³⁵	i n t
4275	腯	tú	Middle_Chinese	d w o t /⁴	i m n c t t
4276	腯	tú	Beijing	tʰ u ³⁵	i n t
4277	揬	tú	Middle_Chinese	d w o t /⁴	i m n c t t
4278	揬	tú	Beijing	tʰ u ³⁵	i n t
4279	土	tǔ	Middle_Chinese	tʰ u /²	i n t
4280	土	tǔ	Beijing	tʰ u ²¹⁴	i n t
4281	吐	tǔ	Middle_Chinese	tʰ u /²	i n t
4282	吐	tǔ	Beijing	tʰ u ²¹⁴	i n t
4283	吐	tǔ	Middle_Chinese	tʰ u /³	i n t
4284	吐	tǔ	Beijing	tʰ u ⁵¹	i n t
4285	兔	tù	Middle_Chinese	tʰ u /³	i n t
4286	兔	tù	Beijing	tʰ u ⁵¹	i n t
4287	菟	tú	Middle_Chinese	tʰ u /³	i n t
4288	菟	tú	Beijing	tʰ u ⁵¹	i n t
4289	奴	nú	Middle_Chinese	n u /¹	i n t t
4290	奴	nú	Beijing	n u ³⁵	i n t
4291	孥	nú	Middle_Chinese	n u /¹	i n t t
4292	孥	nú	Beijing	n u ³⁵	i n t
4293	驽	nú	Middle_Chinese	n u /¹	i n t t
4294	驽	nú	Beijing	n u ³⁵	i n t
4295	努	nǔ	Middle_Chinese	n u /²	i n t
4296	努	nǔ	Beijing	n u ²¹⁴	i n t
4297	弩	nǔ	Middle_Chinese	n u /²	i n t
4298	弩	nǔ	Beijing	n u ²¹⁴	i n t
4299	怒	nù	Middle_Chinese	n u /³	i n t
4300	怒	nù	Beijing	n u ⁵¹	i n t
4301	卢	lú	Middle_Chinese	l u /¹	i n t t
4302	卢	lú	Beijing	l u ³⁵	i n t
4303	炉	lú	Middle_Chinese	l u /¹	i n t t
4304	炉	lú	Beijing	l u ³⁵	i n t
4305	炉	lú	Middle_Chinese	l u /¹	i n t t
4306	炉	lú	Beijing	l u ³⁵	i n t
4307	颅	lú	Middle_Chinese	l u /¹	i n t t
4308	颅	lú	Beijing	l u ³⁵	i n t
4309	泸	lú	Middle_Chinese	l u /¹	i n t t
4310	泸	lú	Beijing	l u ³⁵	i n t
4311	芦	lú	Middle_Chinese	l u /¹	i n t t
4312	芦	lú	Beijing	l u ³⁵	i n t
4313	鲈	lú	Middle_Chinese	l u /¹	i n t t
4314	鲈	lú	Beijing	l u ³⁵	i n t
4315	垆	lú	Middle_Chinese	l u /¹	i n t t
4316	垆	lú	Beijing	l u ³⁵	i n t
4317	纑	lú	Middle_Chinese	l u /¹	i n t t
4318	纑	lú	Beijing	l u ³⁵	i n t
4319	鸬	lú	Middle_Chinese	l u /¹	i n t t
4320	鸬	lú	Beijing	l u ³⁵	i n t
4321	舻	lú	Middle_Chinese	l u /¹	i n t t
4322	舻	lú	Beijing	l u ³⁵	i n t
4323	轳	lú	Middle_Chinese	l u /¹	i n t t
4324	轳	lú	Beijing	l u ³⁵	i n t
4325	庐	lú	Middle_Chinese	l j o /¹	i m n t t
4326	庐	lú	Beijing	l u ³⁵	i n t
4327	胪	lú	Middle_Chinese	l j o /¹	i m n t t
4328	胪	lú	Beijing	l u ³⁵	i n t
4329	鲁	lǔ	Middle_Chinese	l u /²	i n t
4330	鲁	lǔ	Beijing	l u ²¹⁴	i n t
4331	卤	lǔ	Middle_Chinese	l u /²	i n t
4332	卤	lǔ	Beijing	l u ²¹⁴	i n t
4333	虏	lǔ	Middle_Chinese	l u /²	i n t
4334	虏	lǔ	Beijing	l u ²¹⁴	i n t
4335	掳	lǔ	Middle_Chinese	l u /²	i n t
4336	掳	lǔ	Beijing	l u ²¹⁴	i n t
4337	路	lù	Middle_Chinese	l u /³	i n t
4338	路	lù	Beijing	l u ⁵¹	i n t
4339	赂	lù	Middle_Chinese	l u /³	i n t
4340	赂	lù	Beijing	l u ⁵¹	i n t
4341	露	lù	Middle_Chinese	l u /³	i n t
4342	露	lù	Beijing	l u ⁵¹	i n t
4343	潞	lù	Middle_Chinese	l u /³	i n t
4344	潞	lù	Beijing	l u ⁵¹	i n t
