OurUnicodeZi	MCascii	Mandarin	PubFull	PubPre	PubIni	PubMed	PubFin	PubSuf	GSRindexStr	OurUnicode	OurGloss
左	tsaX	zuo3	*tsˤa[j]ʔ		tsˤ		a[j]ʔ		0005a	U+5DE6	left (side)
左	tsaX	zuo3	*tsˤa[j]ʔ		tsˤ		a[j]ʔ		0005a	U+5DE6	assist
左	tsaH	zuo3	*tsˤarʔ-s		tsˤ		arʔ	-s	0005a	U+5DE6	assist
差	tsha	cuo1	*[tsʰ]ˤaj		[tsʰ]ˤ		aj		0005f	U+5DEE	rub, polish, file (v.)
差	tsrhae	cha1	*tsʰraj		tsʰ	r	aj		0005f	U+5DEE	distinction; to select
差	tsrhje	ci1	*tsʰraj		tsʰ	r	aj		0005f	U+5DEE	參差 uneven
嗟	tsjae	jie1	*tsAj		ts		Aj		0005n	U+55DF	sigh; alas!
宜	ngje	yi2	*ŋ(r)aj		ŋ	(r)	aj		0021a	U+5B9C	sacrifice to the deity of the soil (K)
彼	pjeX	bi3	*pajʔ		p		ajʔ		0025g	U+5F7C	that
為	hjwe	wei2	*ɢʷ(r)aj		ɢʷ	(r)	aj		0027a	U+70BA	make, do, act as
為	hjweH	wei4	*ɢʷ(r)aj-s		ɢʷ	(r)	aj	-s	0027a	U+70BA	for, because
家	kae	jia1	*kˤra		kˤ	r	a		0032a	U+5BB6	household
遐	hae	xia2	*[g]ˤra		[g]ˤ	r	a		0033j	U+9050	distant
馬	maeX	ma3	*mˤraʔ		mˤ	r	aʔ		0040a	U+99AC	horse
華	hwae	hua2	*N-qʷʰˤra	N-	qʷʰˤ	r	a		0044a	U+83EF	flower (v.); flowery (adj.)
華	hwaeH	hua4	*[ɢ]ʷˤra-s		[ɢ]ʷˤ	r	a	-s	0044a	U+83EF	[name of a mountain]
華	xwae	hua1	*qʷʰˤra		qʷʰˤ	r	a		0044a	U+83EF	flower (n.)
瘏	du	tu2	*[d]ˤa		[d]ˤ		a		0045j'	U+760F	fatigued, disabled
砠	tshjo	ju1	*[tsʰ]a		[tsʰ]		a		0046q	U+7820	rock covered with earth
姑	ku	gu1	*kˤa		kˤ		a		0049g	U+59D1	father's sister
寤	nguH	wu4	*ŋˤa-s		ŋˤ		a	-s	0058n	U+5BE4	awake
兔	thuH	tu4	*l̥ˤa-s		l̥ˤ		a	-s	0063a	U+5154	rabbit, hare
魚	ngjo	yu2	*[r.ŋ]a	[r.	ŋ]		a		0079a	U+9B5A	fish (n.)
楚	tsrhjoX	chu3	*s.r̥aʔ	s.	r̥		aʔ		0088a	U+695A	thorns
楚	tsrhjoX	chu3	*[s.r̥]aʔ	[s.	r̥]		aʔ		0088a	U+695A	arrange in order
女	nrjoX	nü3	*nraʔ		n	r	aʔ		0094a	U+5973	female
女	nrjoH	nü4	*nraʔ-s		n	r	aʔ	-s	0094a	U+5973	give as a wife
如	nyo	ru2	*na		n		a		0094g	U+5982	go to
如	nyo	ru2	*na		n		a		0094g	U+5982	as, like, if
汝	nyoX	ru3	*naʔ		n		aʔ		0094j	U+6C5D	you (sg.)
于	hju	yu2	*ɢʷ(r)a		ɢʷ	(r)	a		0097a	U+4E8E	go; at
吁	xju	xu1	*qʷʰ(r)a		qʷʰ	(r)	a		0097t	U+5401	pained
汙	'wae	wa1	*qʷˤra		qʷˤ	r	a		0097b'	U+6C59	impure
羽	hjuX	yu3	*[ɢ]ʷ(r)aʔ		[ɢ]ʷ	(r)	aʔ		0098a	U+7FBD	feather, wing
夫	bju	fu2	*ba		b		a		0101a	U+592B	final particle
夫	bju	fu2	*[b]a		[b]		a		0101a	U+592B	this, that
夫	pju	fu1	*p(r)a		p	(r)	a		0101a	U+592B	man
痡	phju	pu1	*pʰ(r)a		pʰ	(r)	a		0102g'	U+75E1	suffering, exhausted
痡	phu	pu1	*pʰˤa		pʰˤ		a		0102g'	U+75E1	suffering, exhausted
無	mju	wu2	*ma		m		a		0103a	U+7121	not have
無	mju	wu2	*mo		m		o		0103a	U+7121	don’t
武	mjuX	wu3	*m(r)aʔ		m	(r)	aʔ		0104a	U+6B66	military
侯	huw	hou2	*[g]ˤ(r)o		[g]ˤ	(r)	o		0113a	U+4FAF	feudal lord
干	kan	gan1	*kˤar		kˤ		ar		0139a	U+5E72	piece, item
干	kan	gan1	*kˤa[r]		kˤ		a[r]		0139a	U+5E72	shield (n.)
干	kan	gan1	*[k]ˤar		[k]ˤ		ar		0139a	U+5E72	pole
漢	xanH	han4	*n̥ˤar-s		n̥ˤ		ar	-s	0144c	U+6F22	(river name)
灌	kwanH	guan4	*[C.qʷ]ˤar-s	[C.	qʷ]ˤ		ar	-s	0158f	U+704C	pour, drip
輾	trjenX	zhan3	*tre[n]ʔ		t	r	e[n]ʔ		0201b	U+8F3E	輾轉 toss and turn (Ode 1.2, 145.3)
卷	gjwen	quan2	*[g]ʷren		[g]ʷ	r	en		0226a	U+5377	handsome
卷	kjwenX	juan3	*[k](r)o[n]ʔ		[k]	(r)	o[n]ʔ		0226a	U+5377	roll (v.)
轉	trjwenX	zhuan3	*mə-tronʔ	mə-	t	r	onʔ		0231e	U+8F49	turn around, transfer
見	henH	xian4	*N-[k]ˤen-s	N-	[k]ˤ		en	-s	0241a	U+898B	appear
見	kenH	jian4	*[k]ˤen-s		[k]ˤ		en	-s	0241a	U+898B	see (v.)
言	ngjon	yan2	*ŋa[n]		ŋ		a[n]		0251a	U+8A00	(a particle)
言	ngjon	yan2	*ŋa[n]		ŋ		a[n]		0251a	U+8A00	I, we
言	ngjon	yan2	*ŋa[n]		ŋ		a[n]		0251a	U+8A00	speak; speech
反	pjonX	fan3	*Cə.panʔ	Cə.	p		anʔ		0262a	U+53CD	reverse (v.)
掇	twat	duo2	*tˤot		tˤ		ot		0295h	U+6387	pick, gather
掇	trjwet	duo2	*t<r>ot		t	<r>	ot		0295h	U+6387	pick, gather
捋	lwat	luo1	*[r]ˤot		[r]ˤ		ot		0299e	U+634B	gather, pluck
伐	bjot	fa2	*m-pat	m-	p		at		0307a	U+4F10	cut; strike; attack
葛	kat	ge2	*[k]ˤat		[k]ˤ		at		0313i	U+845B	Dolichos; kudzu
害	hajH	hai4	*N-kˤat-s	N-	kˤ		at	-s	0314a	U+5BB3	be hurt (v.i.); injury (n.)
刈	ngjojH	yi4	*ŋa[t]-s		ŋ		a[t]	-s	0347b	U+5208	mow, cut
綏	swij	sui2	*s.nuj	s.	n		uj		0354g	U+7D8F	comfort (v.)
爾	nejX	er3	*nˤ[ə][r]ʔ		nˤ		[ə][r]ʔ		0359a	U+723E	numerous
爾	nyeX	er3	*n[ə][r]ʔ		n		[ə][r]ʔ		0359a	U+723E	(adv. suffix)
爾	nyeX	er3	*n[ə][r]ʔ		n		[ə][r]ʔ		0359a	U+723E	you(r)
邇	nyeX	er3	*n[ə][r]ʔ		n		[ə][r]ʔ		0359c	U+9087	near
玄	hwen	xuan2	*[ɢ]ʷˤi[n]		[ɢ]ʷˤ		i[n]		0366a	U+7384	dark
寘	tsyeH	zhi4	*ke-s		k		e	-s	0375x	U+5BD8	to place
蓁	tsrin	zhen1	*[ts]ri[n]		[ts]	r	i[n]		0380i	U+84C1	luxuriant
薪	sin	xin1	*[s]i[n]		[s]		i[n]		0382n	U+85AA	firewood
人	nyin	ren2	*ni[ŋ]		n		i[ŋ]		0388a	U+4EBA	(other) person
袺	keat	jie2	*kˤ<r>i[t]		kˤ	<r>	i[t]		0393q	U+88BA	lift up the skirts
袺	ket	jie2	*kˤi[t]		kˤ		i[t]		0393q	U+88BA	lift up the skirts
實	zyit	shi2	*mə.li[t]	mə.	l		i[t]		0398a	U+5BE6	fruit; full
瑟	srit	se4	*[s.m]ri[t]	[s.	m]	r	i[t]		0411a	U+745F	lute
室	syit	shi4	*s.ti[t]	s.	t		i[t]		0413j	U+5BA4	chamber; house
遵	tswin	zun1	*[ts]u[n]		[ts]		u[n]		0430q	U+9075	follow (a road)
孫	swon	sun1	*[s]ˤu[n]		[s]ˤ		u[n]		0434a	U+5B6B	grandchild; descendant
振	tsyinH	zhen4	*tər-s		t		ər	-s	0455p	U+632F	shake
君	kjun	jun1	*C.qur	C.	q		ur		0459a	U+541B	lord; ruler
云	hjun	yun2	*[ɢ]ʷə[r]		[ɢ]ʷ		ə[r]		0460a	U+4E91	say
詵	srin	shen1	*srər		s	r	ər		0478n	U+8A75	numerous
既	kj+jH	ji4	*[k]ə[t]-s		[k]		ə[t]	-s	0515c	U+65E2	complete (v.)
未	mj+jH	wei4	*m[ə]t-s		m		[ə]t	-s	0531a	U+672A	not yet
未	mj+jH	wei4	*m[ə]t-s		m		[ə]t	-s	0531a	U+672A	8th earthly branch
寐	mjijH	mei4	*mi[t]-s		m		i[t]	-s	0531i	U+5BD0	sleep
棄	khjijH	qi4	*[kʰ]i[t]-s		[kʰ]		i[t]	-s	0535a	U+68C4	throw away, abandon
隤	dwoj	tui2	*N-rˤuj	N-	rˤ		uj		0544a	U+96A4	exhausted
枚	mwoj	mei2	*mˤəj		mˤ		əj		0546a	U+679A	stem, branch
衣	'j+jH	yi4	*ʔ(r)əj-s		ʔ	(r)	əj	-s	0550a	U+8863	wear (v.t.)
衣	'j+j	yi1	*ʔ(r)əj		ʔ	(r)	əj		0550a	U+8863	clothes
兕	zijX	si4	*[s.ɢ]ijʔ	[s.	ɢ]		ijʔ		0556a	U+5155	rhinoceros (or water buffalo?)
師	srij	shi1	*srij		s	r	ij		0559a	U+5E2B	army
師	srij	shi1	*srij		s	r	ij		0559a	U+5E2B	master
履	lijX	lü3	*[r]ijʔ		[r]		ijʔ		0562a	U+5C65	tread on; sandal
嵬	ngwoj	wei2	*N-qʰˤuj	N-	qʰˤ		uj		0569j	U+5D6C	high and rocky
嵬	ngwojX	wei2	*N-qʰˤujʔ	N-	qʰˤ		ujʔ		0569j	U+5D6C	high and rocky
歸	kjw+j	gui1	*[k]ʷəj		[k]ʷ		əj		0570a	U+6B78	return (v.)
虺	xwoj	hui1	*[r̥]ˤu[j]		[r̥]ˤ		u[j]		0572a	U+867A	exhausted, weary
虺	xjw+jX	hui3	*r̥u[j]ʔ		r̥		u[j]ʔ		0572a	U+867A	sound of thunder
虺	xjw+jX	hui3	*[r̥]u[j]ʔ		[r̥]		u[j]ʔ		0572a	U+867A	snake-brood
維	ywij	wei2	*ɢʷij		ɢʷ		ij		0575o	U+7DAD	rope for tying
雖	swij	sui1	*s-qʷij	s-	qʷ		ij		0575v	U+96D6	although; even if
崔	dzwoj	cui1	*[dz]ˤuj		[dz]ˤ		uj		0575d'	U+5D14	high, rocky
纍	lwij	lei2	*[r]uj		[r]		uj		0577f	U+7E8D	to wind around, bind
罍	lwoj	lei2	*[r]ˤuj		[r]ˤ		uj		0577l	U+7F4D	vase, jar
飛	pj+j	fei1	*Cə.pə[r]	Cə.	p		ə[r]		0580a	U+98DB	fly (v.)
尾	mj+jX	wei3	*[m]əjʔ		[m]		əjʔ		0583a	U+5C3E	tail
萋	tshej	qi1	*[tsʰ]ˤəj		[tsʰ]ˤ		əj		0592g	U+840B	ample, rich, luxuriant
喈	keaj	jie1	*kˤrəj		kˤ	r	əj		0599c	U+5588	cold
懷	hweaj	huai2	*[g]ˤruj		[g]ˤ	r	uj		0600c	U+61F7	bosom; embrace
飢	kij	ji1	*Cə.k<r>ə[j]	Cə.	k	<r>	ə[j]		0602f	U+98E2	hungry
葉	yep	ye4	*l[a]p		l		[a]p		0633d	U+8449	leaf
覃	dom	tan2	*N.rˤ[o]m	N.	rˤ		[o]m		0646a	U+8983	extend, spread
覃	yemX	yan3	*N-r[a]mʔ	N-	r		[a]mʔ		0646a	U+8983	pointed, sharp
參	srim	shen1	*srum		s	r	um		0647a	U+53C3	the constellation Orion’ (named for the three stars in Orion’s belt)
參	tshom	can1	*[tsʰ]ˤ[u]m		[tsʰ]ˤ		[u]m		0647a	U+53C3	accumulate
參	tsrhim	cen1	*[tsʰr][u]m		[tsʰ	r]	[u]m		0647a	U+53C3	參差 tsrhim.tsrhje uneven
南	nom	nan2	*nˤ[ə]m		nˤ		[ə]m		0650a	U+5357	south
琴	gim	qin2	*[C.ɢ](r)[ə]m	[C.	ɢ]	(r)	[ə]m		0651q	U+7434	lute
金	kim	jin1	*k(r)[ə]m		k	(r)	[ə]m		0652a	U+91D1	metal, bronze
林	lim	lin2	*[r]əm		[r]		əm		0655a	U+6797	forest
心	sim	xin1	*səm		s		əm		0663a	U+5FC3	heart
蟄	drip	zhe2	*[d]rip		[d]	r	ip		0685g	U+87C4	hibernate; cluster
揖	tsip	ji2	*s.qrip	s.	q	r	ip		0688g	U+63D6	cluster together
集	dzip	ji2	*[dz][u]p		[dz]		[u]p		0691a	U+96C6	gather, collect
觥	kwaeng	gong1	*[k]ʷˤraŋ		[k]ʷˤ	r	aŋ		0706i	U+89E5	drinking horn
黃	hwang	huang2	*N-kʷˤaŋ	N-	kʷˤ		aŋ		0707a	U+9EC3	yellow
廣	kwangH	guang3	*kʷˤaŋʔ-s		kʷˤ		aŋʔ	-s	0707h	U+5EE3	distance from east to west
廣	kwangX	guang3	*kʷˤaŋʔ		kʷˤ		aŋʔ		0707h	U+5EE3	wide
傷	syang	shang1	*l̥aŋ		l̥		aŋ		0720j'	U+50B7	wound
將	tsjang	jiang1	*[ts]aŋ		[ts]		aŋ		0727f	U+5C07	bring
將	tsjangH	jiang4	*[ts]aŋ-s		[ts]		aŋ	-s	0727f	U+5C07	lead (v.); leader
王	hjwangH	wang4	*ɢʷaŋ-s		ɢʷ		aŋ	-s	0739a	U+738B	be king
王	hjwang	wang2	*ɢʷaŋ		ɢʷ		aŋ		0739a	U+738B	king
筐	khjwang	kuang1	*k-pʰaŋ	k-	pʰ		aŋ		0739v	U+7B50	square basket
方	pjang	fang1	*C-paŋ	C-	p		aŋ		0740a	U+65B9	square
方	pjang	fang1	*paŋ		p		aŋ		0740a	U+65B9	method
方	pjang	fang1	*paŋ		p		aŋ		0740a	U+65B9	just, then
魴	bjang	fang2	*[b]aŋ		[b]		aŋ		0740b'	U+9B74	bream
荒	xwang	huang1	*m̥ˤaŋ		m̥ˤ		aŋ		0742e'	U+8352	wasteland; uncultivated land
行	hang	hang2	*[g]ˤaŋ		[g]ˤ		aŋ		0748a	U+884C	rank, row
行	haeng	xing2	*Cə.[g]ˤraŋ	Cə.	[g]ˤ	r	aŋ		0748a	U+884C	walk (v.)
行	haengH	xing2	*[g]ˤraŋ-s		[g]ˤ	r	aŋ	-s	0748a	U+884C	action
荇	haengX	xing4	*[g]ˤraŋʔ		[g]ˤ	r	aŋʔ		0748e	U+8347	Limnanthemum nymphoides
永	hjwaengX	yong3	*[ɢ]ʷraŋʔ		[ɢ]ʷ	r	aŋʔ		0764a	U+6C38	long (time)
泳	hjwaengH	yong3	*[ɢ]ʷraŋ(ʔ)-s		[ɢ]ʷ	r	aŋ(ʔ)	-s	0764j	U+6CF3	go in water, wade
薄	bak	bo2	*[b]ˤak		[b]ˤ		ak		0771p	U+8584	thin
綌	khjaek	xi4	*[k]ʰrak		[k]ʰ	r	ak		0776d	U+7D8C	coarse kudzu cloth
錯	tshak	cuo4	*[tsʰ]ˤak		[tsʰ]ˤ		ak		0798s	U+932F	slanting
莫	mak	mo4	*mˤak		mˤ		ak		0802a	U+83AB	there is no X such that X …
莫	mak	mo4	*mˤak		mˤ		ak		0802a	U+83AB	deliberate (v.) (loan)
姓	sjengH	xing4	*seŋ-s		s		eŋ	-s	0812q	U+59D3	surname
盈	yeng	ying2	*leŋ		l		eŋ		0815a	U+76C8	fill
成	dzyeng	cheng2	*m-[d]eŋ	m-	[d]		eŋ		0818a	U+6210	to complete (tr. v)
城	dzyeng	cheng2	*[d]eŋ		[d]		eŋ		0818e	U+57CE	city wall
鳴	mjaeng	ming2	*m.reŋ		m.	r	eŋ		0827a	U+9CF4	cry (of birds or animals)
頃	khjwiengX	qing3	*[k]ʷʰeŋʔ		[k]ʷʰ		eŋʔ		0828a	U+9803	interval, short while
丁	teng	ding1	*tˤeŋ		tˤ		eŋ		0833a	U+4E01	4th heavenly stem
丁	treang	zheng1	*tˤreŋ		tˤ	r	eŋ		0833a	U+4E01	sound of beating
定	dengH	ding4	*m-tˤeŋ-s	m-	tˤ		eŋ	-s	0833z	U+5B9A	make fixed, settle (v.t.)
定	tengH	ding4	*tˤeŋ-s		tˤ		eŋ	-s	0833z	U+5B9A	ready-cooked (food)
赬	trhjeng	cheng1	*[t.kʰ]reŋ	[t.	kʰ]	r	eŋ		0834m	U+8D6C	red
寧	neng	ning2	*nˤeŋ		nˤ		eŋ		0837a	U+5BE7	peace
氏	dzyeX	shi4	*k.deʔ	k.	d		eʔ		0867a	U+6C0F	clan
斯	sje	si1	*[s]e	[s]			e		0869a	U+65AF	split (v.)
斯	sje	si1	*[s]e		[s]		e		0869a	U+65AF	this
斯	sje	si1	*se		s		e		0869a	U+65AF	斯須 a short time
繩	zying	sheng2	*Cə-m.rəŋ	Cə-m.	r		əŋ		0892b	U+7E69	string, cord
薨	xwong	hong1	*m̥ˤəŋ		m̥ˤ		əŋ		0902g	U+85A8	to die (of king or prince)
則	tsok	ze2	*[ts]ˤək		[ts]ˤ		ək		0906a	U+5247	then
則	tsok	ze2	*[ts]ˤək		[ts]ˤ		ək		0906a	U+5247	rule, pattern
側	tsrik	ce4	*[ts]rək		[ts]	r	ək		0906c	U+5074	slanting, oblique; side
陟	trik	zhi4	*trək		t	r	ək		0916a	U+965F	ascend
息	sik	xi1	*sək		s		ək		0925a	U+606F	breathe
福	pjuwk	fu2	*pək		p		ək		0933d	U+798F	blessing
服	bjuwk	fu2	*[b]ək		[b]		ək		0934d	U+670D	quiver (n.)
服	bjuwX	fu4	*[b]əʔ		[b]		əʔ		0934d	U+670D	box of a carriage
服	bjuwk	fu2	*[b]ək		[b]		ək		0934d	U+670D	garment; wear (v.)
采	tshojX	cai3	*s.r̥ˤəʔ	s.	r̥ˤ		əʔ		0942a	U+91C7	gather, pluck
菜	tshojH	cai4	*s.r̥ˤəʔ-s	s.	r̥ˤ		əʔ	-s	0942e	U+83DC	vegetables
哉	tsoj	zai1	*[ts]ˤə		[ts]ˤ		ə		0943v	U+54C9	begin
哉	tsoj	zai1	*[ts]ˤə		[ts]ˤ		ə		0943v	U+54C9	(particle)
母	muwX	mu3	*məʔ		m		əʔ		0947a	U+6BCD	mother
其	gi	qi2	*gə		g		ə		0952a	U+5176	modal particle
其	gi	qi2	*gə		g		ə		0952a	U+5176	(3p possessive)
趾	tsyiX	zhi3	*təʔ		t		əʔ		0961g	U+8DBE	foot, heel, toe
之	tsyi	zhi1	*tə		t		ə		0962a	U+4E4B	go to
之	tsyi	zhi1	*tə		t		ə		0962a	U+4E4B	(3p object pronoun; attributive particle)
子	tsiX	zi3	*[ts]əʔ		[ts]		əʔ		0964a	U+5B50	1st earthly branch
子	tsiX	zi3	*tsəʔ		ts		əʔ		0964a	U+5B50	child; gentleman, master
思	si	si1	*[s]ə		[s]		ə		0973a	U+601D	think
矣	hiX	yi3	*qəʔ		q		əʔ		0976l	U+77E3	(final particle)
耳	nyiX	er3	*C.nəʔ	C.	n		əʔ		0981a	U+8033	ear
耳	nyiX	er3	*nəʔ		n		əʔ		0981a	U+8033	=而已 “that’s all”
逵	gwij	kui2	*[g]ʷru		[g]ʷ	r	u		0989a	U+9035	thoroughfare
仇	gjuw	qiu2	*[g](r)u		[g]	(r)	u		0992p	U+4EC7	mate (*n.)
右	hjuwX	you4	*[ɢ]ʷəʔ		[ɢ]ʷ		əʔ		0995i	U+53F3	right hand
右	hjuwH	you4	*[ɢ]ʷəʔ-s		[ɢ]ʷ		əʔ	-s	0995i	U+53F3	right hand
有	hjuwX	you3	*[ɢ]ʷəʔ		[ɢ]ʷ		əʔ		0995o	U+6709	have, exist
不	pjuw	bu4	*pə		p		ə		0999a	U+4E0D	not
螽	tsyuwng	zhong1	*tuŋ		t		uŋ		1002f	U+87BD	tsyuwng.sje locust
中	trjuwngH	zhong4	*truŋ-s		t	r	uŋ	-s	1007a	U+4E2D	hit the center
中	trjuwng	zhong1	*truŋ		t	r	uŋ		1007a	U+4E2D	center
肅	sjuwk	su4	*siwk		s		iwk		1028a	U+8085	solemn, severe
肅	sjuwk	su4	*siwk		s		iwk		1028a	U+8085	contract (v.); shrivel
肅	sjuwk	su4	*siwk		s		iwk		1028a	U+8085	present (v.)
肅	sjuwk	su4	*siwk		s		iwk		1028a	U+8085	beat (v.)
肅	sjuwk	su4	*siwk		s		iwk		1028a	U+8085	eager; swift
淑	dzyuwk	shu1	*[d]iwk		[d]		iwk		1031jt	U+6DD1	fine, good
腹	pjuwk	fu4	*p(r)uk		p	(r)	uk		1034h	U+8179	belly
告	kowk	gao4	*kˤuk		kˤ		uk		1039a	U+544A	announce, inform
告	kawH	gao4	*kˤuk-s		kˤ		uk	-s	1039a	U+544A	announce, inform
好	xawX	hao3	*qʰˤuʔ		qʰˤ		uʔ		1044a	U+597D	good
求	gjuw	qiu2	*[g](r)u		[g]	(r)	u		1066a	U+6C42	seek
逑	gjuw	qiu2	*g(r)u		g	(r)	u		1066k	U+9011	come together; mate (n.)
樛	kjiw	jiu1	*k-riw	k-	r		iw		1069h	U+6A1B	down-curving (sc. branch)
樛	kjiw	jiu1	*k-riw	k-	r		iw		1069h	U+6A1B	twist (v.)
休	xjuw	xiu1	*qʰ(r)u		qʰ	(r)	u		1070a	U+4F11	rest (v.)
休	xjuw	xiu1	*qʰ(r)u		qʰ	(r)	u		1070a	U+4F11	blessing
悠	yuw	you1	*liw		l		iw		1077c	U+60A0	long-brooding
條	dew	tiao2	*[l]ˤiw		[l]ˤ		iw		1077f	U+689D	arrange
條	dew	tiao2	*lˤiw		lˤ		iw		1077f	U+689D	branch (n.), shoot (n.)
游	yuw	you2	*[N-]ru	[N-]	r		u		1080f	U+6E38	float, swim
周	tsyuw	zhou1	*tiw		t		iw		1083a	U+5468	Zhōu (dynasty and place)
周	tsyuw	zhou1	*tiw		t		iw		1083a	U+5468	cycle; all around
調	dew	tiao2	*[d]ˤiw		[d]ˤ		iw		1083x	U+8ABF	tune (v.), adjust
洲	tsyuw	zhou1	*tu		t	u			1086d	U+6D32	islet
窈	'ewX	yao3	*ʔˤ[e]wʔ		ʔˤ		[e]wʔ		1115i	U+7A88	'ewX-dewX hidden; deep
鳥	tewX	niao3	*tˤiwʔ		tˤ		iwʔ		1116a	U+9CE5	bird
酌	tsyak	zhuo2	*tewk		t		ewk		1120d	U+914C	pour; deliberate (v.)
樂	lak	le4	*[r]ˤawk		[r]ˤ		awk		1125a	U+6A02	to cure
樂	lak	le4	*[r]ˤawk		[r]ˤ		awk		1125a	U+6A02	joy; enjoy
樂	ngaewH	yao4	*[ŋ]ˤrawk-s		[ŋ]ˤ	r	awk	-s	1125a	U+6A02	cause to rejoice
樂	ngaewk	yue4	*[ŋ]ˤrawk		[ŋ]ˤ	r	awk		1125a	U+6A02	music
高	kaw	gao1	*Cə.[k]ˤaw	Cə.	[k]ˤ		aw		1129a	U+9AD8	high, tall
芼	mawH	mao4	*mˤaw(k)-s		mˤ		aw(k)	-s	1137g	U+82BC	cull and cook
喬	gjew	qiao2	*[N-k](r)aw	[N-	k]	(r)	aw		1138a	U+55AC	high, tall
窕	dewX	tiao3	*lˤ[e]wʔ		lˤ		[e]wʔ		1145q	U+7A95	窈窕 beautiful
翹	gjiew	qiao2	*[g]ew		[g]		ew		1164h	U+7FF9	long tail-feather
翹	gjiew	qiao2	*[g]ew		[g]		ew		1164h	U+7FF9	raise
江	kaewng	jiang1	*kˤroŋ		kˤ	r	oŋ		1172v	U+6C5F	(Yangzi) river
公	kuwng	gong1	*C.qˤoŋ	C.	qˤ		oŋ		1173a	U+516C	impartial, just; public
公	kuwng	gong1	*C.qˤoŋ	C.	qˤ		oŋ		1173a	U+516C	father; prince
孔	khuwngX	kong3	*[k]ʰˤoŋʔ		[k]ʰˤ		oŋʔ		1174a	U+5B54	(surname)
鍾	tsyowng	zhong1	*toŋ		t		oŋ		1188g	U+937E	accumulate; repeat
鍾	tsyowng	zhong1	*toŋ		t		oŋ		1188g	U+937E	bell; wine vessel; an ancient measure
谷	kuwk	gu3	*C.qˤok	C.	qˤ		ok		1202a	U+8C37	valley
族	dzuwk	zu2	*[dz]ˤok		[dz]ˤ		ok		1206a	U+65CF	clan
僕	buwk	pu2	*[b]ˤok		[b]ˤ		ok		1211b	U+50D5	charioteer, servant
木	muwk	mu4	*C.mˤok	C.	mˤ		ok		1212a	U+6728	tree, wood
角	kaewk	jiao3	*C.[k]ˤrok	C.	[k]ˤ	r	ok		1225a	U+89D2	horn, corner
絺	trhij	chi1	*qʰrəj		qʰ	r	əj		1237k	U+7D7A	fine cloth
兮	hej	xi1	*gˤe		gˤ		e		1241d	U+516E	(final particle)
以	yiX	yi3	*ləʔ		l		əʔ		0976b	U+4EE5	take, use
否	pjuwX	fou3	*pəʔ		p		əʔ		0999e	U+5426	not
復	bjuwk	fu4	*m-p(r)uk	m-	p	(r)	uk		1034d	U+5FA9	return
搜	srjuw	sou1	*sru		s	r	u		1097d	U+641C	search
沒	mwot	mo4	*mˤut		mˤ		ut		0492b	U+6C92	to dive, drown, die
忽	xwot	hu1	*m̥ˤut		m̥ˤ		ut		0503l	U+5FFD	careless; confused
逮	dojH	dai4	*m-rˤəp-s	m-	rˤ		əp	-s	0509c	U+902E	reach to
采	tshojX	cai3	*s.r̥ˤəʔ	s.	r̥ˤ		əʔ		0942a	U+91C7	colorful
宜	ngje	yi2	*ŋ(r)aj		ŋ	(r)	aj		0021a	U+5B9C	proper; should
振	tsyin	zhen1	*tər		t		ər		0455p	U+632F	numerous; majestic
哀	'oj	ai1	*ʔˤəj		ʔˤ		əj		0550h	U+54C0	to pity; sad
悔	xwojX	hui3	*m̥ˤəʔ		m̥ˤ		əʔ		0947s	U+6094	regret, repent
洧	hwijX	wei3	*[ɢ]ʷrəʔ		[ɢ]ʷ	r	əʔ		0995-	U+6D27	name of a river
橙	dreang	cheng2	*[d]ˤrəŋ		[d]ˤ	r	əŋ		0883-	U+6A59	citrus tree (Shuōwén)
裻	sowk	du2	*[s]ˤuk		[s]ˤ		uk		1031o	U+88FB	seam in the back of coat
龜	kjuw	gui1	*[k]ʷə		[k]ʷ		ə		0985a	U+9F9C	tortoise
壽	dzyuwH	shou4	*[N-t]uʔ-s		[N-t]		uʔ	-s	1090g	U+58FD	longevity
泣	khip	qi4	*k-r̥əp	k-	r̥		əp		0694h	U+6CE3	weep
燁	hip	ye4	*ɢʷ(r)[ə]p		ɢʷ	(r)	[ə]p		0682a	U+71C1	shine, gleam
芃	buwng	peng2	*[b]ˤ[o]m		[b]ˤ		[o]m		0625g	U+8283	luxuriant, bushy, thick
齕	hot	he2	*m-[q]ˤət	m-	[q]ˤ		ət		0517o	U+9F55	bite (v.)
揭	kjot	jie1	*[k]at		[k]		at		0313n	U+63ED	lift
契	khet	qie4	*kʰˤet		kʰˤ		et		0279b	U+5951	cut
墮	dwaX	duo4	*lˤojʔ		lˤ		ojʔ		0011e	U+58AE	to fall
差	tsrhea	chai1	*[tsʰ]raj		[tsʰ]	r	aj		0005f	U+5DEE	distinction; to select
干	kan	gan1	*kˤar		kˤ		ar		0139a	U+5E72	(placename)
氣	khj+jH	qi4	*C.qʰəp-s	C.	qʰ		əp	-s	0517c	U+6C23	cloudy vapors
從	dzjowng	cong2	*[dz]oŋ		[dz]		oŋ		1191d	U+5F9E	to follow
彩	tshojX	cai3	*s.r̥ˤəʔ	s.	r̥ˤ		əʔ		0942a	U+5F69	colorful
爆	paewH	bao4	*pˤrawk-s		pˤ	r	awk	-s	1136-	U+7206	explode (not pre-Qín)
